id,sentence
q14_15_page_10-0014,"Sau lại bỏ tiếng phủ Diễn-Châu mà lại gọi là Diễn-Châu, và đem huyện Thiên-Đông sáp nhập vào đó."
q14_15_page_10-0015,Kể lại đem huyện Phù-Lưu sáp nhập huyện Quỳnh-Lâm.
q14_15_page_10-0016,Đến niên-hiệu Vĩnh-Lạc 15 lại đem Quỳ-châu cho thuộc vào phủ Thanh-Hóa.
q14_15_page_10_11-0001,"Năm thứ 17, lại đồn huyện Chi-La và huyện Thổ-Du vào huyện Cổ-Đỗ; đồn huyện Châu-Phúc vào Hoan-Châu; huyện Kệ-Giang vào huyện Thạch-Đường; huyện Bàn-Thạch sáp vào châu Nam-Tĩnh; huyện Kỳ-La vào huyện Hà-Hoa; huyện Đông-Ngạn vào Hoan-Châu; huyện Trà-Thanh vào Diễn-Châu."
q14_15_page_11-0001,"Năm đầu niên-hiệu Thuận-Thiên (1428) đời vua Lê-Thái-Tổ, lại đem các châu huyện nói trên cho thuộc vào đạo Hải-Tây."
q14_15_page_11-0002,"Đến niên-hiệu Quang-Thuận thứ 7 (1466) đời vua Lê-Thánh-Tôn, lại hợp châu Hoan, châu Diễn vào làm tỉnh Nghệ-An, đặt ra chức Thừa-tuyên, quản-trị 9 phủ, 25 huyện, 2 châu: (sách Thiên-Nam Nư Hạ chép: Phủ Đức-Quang lĩnh 6 huyện là: La-Sơn, Thiên Lộc, Nghi-Xuân, Chân-Phúc, Hương-Sơn, và Thanh-Giang."
q14_15_page_11-0003,"Phủ Anh-Đô lãnh 2 huyện: Nam-Đường, Hưng-Nguyên."
q14_15_page_11-0004,Phủ Diễn-Châu lĩnh hai huyện: Đông-Thành và Quỳnh-Lưu.
q14_15_page_11-0005,"Phủ Hà-Hoa lĩnh 2 huuện: Thạch-Hà và Kỳ-Hoa Phủ Trà-Lân lĩnh 4 huyện: Kỳ-Sơn, Trương-Dương, Vĩnh-Khang, Hội-Ninh."
q14_15_page_11-0006,Phủ Quỳ-Châu lĩnh 2 huyện: Trung-Sơn và Thủy-Vân.
q14_15_page_11-0007,"Phủ Trần-Ninh lĩnh 7 huyện: Quang-Vinh, Cảnh-Thuần, Thanh-Vị, Trung-Thuận, Minh-Quảng, Kim-Sơn và Châu-Lương."
q14_15_page_11-0008,Phủ-Ngọc-Ma lĩnh 1 châu Quy-Hợp.
q14_15_page_11-0009,"Đến triều Tây-Sơn lại đổi tên gọi là Trung-Đô, cũng có tên gọi là trấn Nghĩa-An (có chép ở tập Bang-Giao-Lục)."
q14_15_page_11-0010,"Đến triều Nguyễn, năm đầu Gia-Long (1802) lại đổi làm trấn Nghệ-An, đặt 1 Trấn-thủ, 1 Huyện-trấn và Tham-hiệp để trấn giữ."
q14_15_page_11-0011,"Về sau lại đem 2 phủ Trấn-Ninh và Ngọc-Ma thường cho nước Vạn-Tượng (Hồi triều Nguyễn mới trung hưng, nước Vạn-Tượng thường cho quân theo đường miền trên đánh giặc để giúp quân ta."
q14_15_page_11-0012,"Khi đã bình định được Bắc-hà, vua ta mới đem 2 phủ này cho nước Vạn-Tượng)."
q14_15_page_11-0013,"Đến niên-hiệu Minh-Mạng thứ 8 (1827), nước Vạn-Tượng bị nước Tiêm-La đánh tan, thì 3 động: Trấn-Ninh, Ngọc-Ma và Lạc-Hoàn cùng bảy Mọi ở Mang-Hồ đều lệ thuộc vào nước ta, nên hồi ấy mới đặt lại phủ Trấn-Ninh."
q14_15_page_11-0014,"Niên-hiệu Minh-Mạng thứ 9 (1828) lại đổi phủ Ngọc-Ma làm PHỦ Trấn-Định, và đặt thêm ra 3 phủ là Trấn-Tĩnh, Trấn-Biên và Lạc-Biên, mà bỏ phủ Lâm-An đi."
q14_15_page_11-0015,Đổi châu Quy-Hợp làm trấn Quy-Hợp.
q14_15_page_11-0016,"Đến năm Minh-Mạng thứ 12 (1831) lại đem 9 phủ: Anh-Sơn, Diễn-Châu, Quỳ-Châu, Tương-Dương, Trấn-Ninh, Trấn-Định, Trấn-Tĩnh, Trấn-Biên và Lạc-Biên đặt làm tỉnh Nghệ-An."
q14_15_page_11-0017,"Lại trích 2 phủ Đức-Thọ và Hà-Hoa đặt làm tỉnh Hà-Tĩnh, cho lệ thuộc vào tỉnh Nghệ-An, đặt chức An-Tĩnh tổng-đốc, cùng một Bố-chánh một An-sát để cai trị."
q14_15_page_11-0018,"Năm Minh-Mạng thứ 13 (1832) phủ Trấn-Ninh lại đặt thêm ra một huyện, gọi là Liêm-huyện."
q14_15_page_11-0019,"Đến năm thứ 18, phủ Diễn-Châu lại đặt thêm một huyện gọi là huyện Yên-Thành."
q14_15_page_11-0020,"Đến năm 21 lại đặt thêm hai huyện: huyện Lương-Sơn và huyện Nghĩa-Đường (huyện Lương-Sơn thuộc về phủ Anh-Sơn, huyện Nghĩa-Đường thuộc về phủ Quỳ-Châu)."
q14_15_page_11-0021,"Năm đầu Thiệu-Trị (1841) lại đem 3 phủ Trấn-Định, Trấn-Tĩnh và Lạc-Biên cho lệ thuộc vào tỉnh Hà-Tĩnh."
q14_15_page_11-0022,"Niên hiệu Tự-Đức thứ 6 (1853) lại bỏ tỉnh Hà-Tĩnh, và đổi phủ Hà-Thanh (trước là Hà-Hoa) làm đạo Hà-Tĩnh."
q14_15_page_11-0023,Năm thứ 28 lại trích phủ Đức-Thọ vào tỉnh Hà-Tĩnh như cũ.
q14_15_page_11-0024,"Năm Thành-Thái thứ 10 (1898) lại đổi huyện Hưng-Nguyên làm phủ, nay lĩnh 5 phủ, 14 huyện, kiêm quản thêm 5 phủ và 12 huyện, thuộc khu-vực cơ-my."
q14_15_page_12-0001,PHỦ HƯNG-NGUYÊN
q14_15_page_12-0002,Ở về phía tây tỉnh-thành 3 dặm.
q14_15_page_12-0003,"Đông tây cách 35 dặm, nam bắc cách 64 dặm."
q14_15_page_12-0004,"Đông đến bể 26 dặm; tây đến địa-giới huyện Nam-Đàn 9 dặm; nam đến địa-giới huyện La-Sơn, huyện Nghi-Xuân 10 dặm; bắc đến địa-giới huyện Đông-Thành 54 dặm."
q14_15_page_12-0005,"Phủ này hồi thuộc Hán là đất huyện Hàm-Hoan, đến nhà Lê mới đặt huyện: một gọi là huyện Hưng-Nguyên, một gọi là huyện Chân-Phúc, cùng lệ thuộc vào phủ Anh-Đô và phủ Đức-Quang; đến triều Nguyễn vẫn đề nguyên như trước, vào khoảng đời vua Gia-Long và vua Minh-Mạng, đều để thuộc phủ Anh-Sơn thống trị."
q14_15_page_12-0006,"Đến năm Thành-Thái thứ 10, thì đổi huyện Hưng-Nguyên làm phủ Hưng-Nguyên, thống trị cả huyện Nghi-Lộc."
q14_15_page_12-0007,Nay lĩnh 2 huyện.
q14_15_page_13-0001,HUYỆN HƯNG-NGUYÊN (do phủ kiêm-lý)
q14_15_page_13-0002,"Đông tây cách nhau 1 dặm, nam bắc cách nhau 64 dặm."
q14_15_page_13-0003,Đông giáp địa-giới huyện Nghi-Lộc; tây giáp địa-giới huyện Nam-Đàn; nam giáp địa giới huyện La-Sơn; bắc giáp địa-giới huyện Đông-Thành.
q14_15_page_13-0004,"Đời Lê trước đặt là huyện, thuộc vào phủ Anh-Đô."
q14_15_page_13-0005,"Đời vua Gia-Long nhân đó đổi làm phủ kiêm-lý, đến năm thứ 12 đổi là phủ thống-hạt."
q14_15_page_13-0006,"Năm Thành-Thái thứ 10, đổi làm phủ."
q14_15_page_13-0007,"Nay lĩnh 7 tổng; 125 xã, thôn."
q14_15_page_13-0008,"Kính xét: Năm Thành-Thái thứ 10, viện Cơ-Mật tâu xin đổi huyện Hưng-Nguyên làm phủ."
q14_15_page_13-0009,Lại theo tờ tư của tỉnh Nghệ-An năm Thành-Thái 18; thì cái tên huyện Hưng-Nguyên không còn nữa.
q14_15_page_13-0010,"Nhưng trong NHẤT-THỐNG CHÍ chép, thì các phủ huyện đều có cái lệ kiêm-lý và thống-hạt, vì trước chép tên phủ, là thống nhất cả cương-giới một phủ, sau chép tên huyện, là chia cương-giới trong một phủ ra."
q14_15_page_13-0011,"Nếu không đề tên cũ của huyện Hưng-Nguyên, thì cương-giới không rõ, mà số các tổng xã, không biết quản hạt thuộc vào phủ huyện nào."
q14_15_page_13-0012,"Bởi thế đây cứ chép cả, để tiện kê cứu."
q14_15_page_13-0013,HUYỆN NGHI-LỘC (Thuộc phủ thống-hạt)
q14_15_page_13-0014,"Ở phía đông-bắc phủ Đông tây cách nhau 24 dặm, nam bắc cách nhau 46 dặm."
q14_15_page_13-0015,Đông giáp bể; tây giáp địa-giới huyện Hưng-Nguyên; nam giáp sông thuộc địa-giới huyện Nghi-Xuân; bắc giáp địa-giới huyện Hưng-Nguyên.
q14_15_page_14-0001,"Thời xưa là huyện Tân-Phúc, hồi thuộc nhà Minh đổi là huyện Chân-Phúc."
q14_15_page_14-0002,Đến đời Lê vẫn đề tên cũ cho thuộc vào phủ Nghệ-An.
q14_15_page_14-0003,Đời Tây-Sơn thì đổi là Chân-Lộc cho thuộc vào phủ Đức-Thọ.
q14_15_page_14-0004,"Đời Nguyễn, năm Minh-Mạng thứ 7 (1826) lại đổi cho thuộc vào phủ Anh-Sơn."
q14_15_page_14-0005,Sang năm đầu Thành-Thái (1889) mới đổi là huyện Nghi-Lộc ngày nay.
q14_15_page_14-0006,"Năm Thành-Thái thứ 10, lại đổi cho thuộc vào phủ Hưng-Nguyên."
q14_15_page_14-0007,"Hiện nay có 4 tổng, cộng 81 xã, thôn."
q14_15_page_14-0008,"Trước có chức Huấn-đạo, có nhà huyện-học ở xã Cầm-Trường, nhưng bỏ đã lâu."
q14_15_page_14-0009,PHỦ ANH-SƠN
q14_15_page_14-0010,Ở phía tây tỉnh-thành 108 dặm.
q14_15_page_14-0011,"Đông tây cách nhau 188 dặm, nam bắc cách nhau 88 dặm."
q14_15_page_14-0012,"Đông giáp địa-giối phủ Hưng-Nguyên; tây giáp địa giối phủ Tương-Dương; nam giáp địa-giối huyện Hương-Sơn (Hà-Tĩnh); bắc giáp địa giối phủ Diên, phủ Quỳ."
q14_15_page_14-0013,"Đời Hán đây là đất huyện Hàm-Hoan, đời Ngô là huyện Đô-Giao."
q14_15_page_14-0014,"Đến đời Lê là phủ Anh-Đô, sau tránh tên húy nhà vua mới đổi là Anh-Đô (cùng tên cũ nhưng viết chữ Anh khác đi)."
q14_15_page_14-0015,"Triều Nguyễn vua Gia-Long đổi lại nguyên chữ «Anh» cũ, cho kiêm-lý huyện Hưng-Nguyên, thống-hạt huyện Nam-Đàn."
q14_15_page_14-0016,"Đến năm Gia-Long thứ 12, lại đổi kiêm-lý huyện Nam-Đàn, mà thống-hạt huyện Hưng-Nguyên."
q14_15_page_14-0017,Sang năm Minh-Mạng thứ 3 (1822) đổi là phủ Anh-Sơn ngày nay.
q14_15_page_14-0018,"Năm Minh-Mạng thứ 7, lại trích huyện Thanh-Chương, huyện Nghi-Lộc ở phủ Đức-Thọ ra đem lệ thuộc vào phủ Anh-Sơn."
q14_15_page_14-0019,"Rồi năm Minh-Mạng thứ 21 (1840) lại đặt thêm ra huyện Lương-Sơn, cũng lệ thuộc thống-hạt vào phủ Anh-Sơn."
q14_15_page_14-0020,Năm Tự-Đức thứ 3 (1850) lại đổi kiêm-lý huyện Lương-Sơn và huyện Nam-Đàn.
q14_15_page_14-0021,"Năm Thành-Thái thứ 10 (1898) lại đổi huyện Nam-Đàn làm thống-hạt, trích huyện Hưng-Nguyên ra làm phủ, và đem huyện Nghi-Lộc lệ thuộc vào phủ này."
q14_15_page_14-0022,Nay lĩnh 3 huyện.
q14_15_page_15-0001,HUYỆN LƯƠNG-SƠN (do phủ kiêm-lý)
q14_15_page_15-0002,"Đông tây cách nhau 94 dặm, nam bắc cách nhau 31 dặm."
q14_15_page_15-0003,Đông giáp địa giới huyện Nam-Đàn; tây giáp địa giới huyện Tương-Dương; bắc giáp địa giới huyện Đông-Thành.
q14_15_page_15-0004,Đây nguyên là đất của 2 huyện Nam-Đàn và Thanh-Chương.
q14_15_page_15-0005,"Năm Minh-Mạng 21, mới trích 4 tổng Đô-Lương, Bạch-Hà, Thuần Trung và Lăng-Điền của huyện Nam-Đàn, và trích tổng Đặng-Điền của huyện Thanh-Chương, đặt ra huyện này, cho thuộc vào phủ thống-hạt."
q14_15_page_15-0006,Năm Tự-Đức thứ 3 (1850) lại đổi là kiêm-lý.
q14_15_page_15-0007,"Nay lĩnh 5 tổng, 67 xã thôn."
q14_15_page_15-0008,"Huyện-lỵ và huyện-học trước đây ở làng Đô-Lương, nay đã bỏ đi."
q14_15_page_15-0009,HUYỆN NAM-ĐÀN (do phủ thống-hạt)
q14_15_page_15-0010,"Ở phía đông phủ Đông tây cách nhau 85 dặm, nam bắc cách nhau 28 dặm."
q14_15_page_15-0011,"Đông giáp địa giới phủ Hưng-Nguyên; tây giáp địa giới huyện Lương-Sơn; nam giáp địa giới huyện Thanh-Chương, bắc giáp địa giới huyện Lương-Sơn."
q14_15_page_15-0012,"Hồi thuộc Ngô là đất thuộc huyện Đô-Giao, đến đời Đường thì thuộc về Hoan-Châu, đến đời Tiền-Lê thì thuộc về Hoan-Đường châu."
q14_15_page_15-0013,"Hồi thuộc nhà Minh, thì huyện Thạch-Đường, huyện Kệ-Giang, huyện La-Nam đều thuộc về đất huyện Nam-Đàn này cả."
q14_15_page_15-0014,Đến đời Hậu-Lê lại đổi tên gọi là huyện Nam-Đường và lệ thuộc vào phủ Anh-Đô.
q14_15_page_15-0015,Đến triều Nguyễn vua Gia-Long cũng đề nguyên vậy.
q14_15_page_15-0016,"Đến năm Gia-Long 12, lại đổi thuộc phủ kiêm-lý."
q14_15_page_15-0017,Đến năm đầu Đồng-Khánh (1886) tránh quốc-huý mới đổi là huyện Nam-Đàn như ngày nay.
q14_15_page_15-0018,"Đến năm Thành-Thái thứ 10, mới đặt Tri huyện, lệ thuộc vào phủ thống-hạt."
q14_15_page_15-0019,"Nay có 4 tổng, cộng 73 xã, thôn."
q14_15_page_15-0020,HUYỆN THANH-CHƯƠNG (do phủ thống-hạt)
q14_15_page_15-0021,"Ở phía đông-nam phủ Đông tây cách nhau 80 dặm, nam bắc cách nhau 53 dặm."
q14_15_page_15-0022,Đông giáp địa giới huyện La-Sơn thuộc tỉnh Hà-Tĩnh; tây giáp địa giới huyện Lương-Sơn; nam cũng giáp địa giới huyện La-Sơn (Hà-Tĩnh); bắc giáp địa giới huyện Nam-Đàn.
q14_15_page_15-0023,"Hồi thuộc Hán là đất huyện Hàm-Hoan, thuộc Minh là đất huyện Thổ-Du."
q14_15_page_15-0024,"Đời nhà Lê, gọi là huyện Thanh-Giang, sau mới đổi tên ngày nay là huyện Thanh-Chương."
q14_15_page_15-0025,Triều Nguyễn cũng theo như cũ mà đem lệ thuộc vào phủ Đức-Thọ.
q14_15_page_15-0026,"Năm Minh-Mạng thứ 7, mới cho lệ thuộc vào phủ Anh-Sơn."
q14_15_page_15-0027,Hiện gồm 5 tổng; 68 xã.
q14_15_page_16-0001,PHỦ DIỄN-CHÂU
q14_15_page_16-0002,Ở cách tỉnh-thành 70 dặm về phía bắc.
q14_15_page_16-0003,"Đông tây cách nhau 58 dặm, nam bắc cách nhau 85 dặm."
q14_15_page_16-0004,Đông cách bể 3 dặm; tây cách phủ Anh-Sơn và phủ Quỳ-Châu 55 dặm; nam cách địa giới phủ Hưng-Nguyên 20 dặm; bắc cách địa giới huyện Ngọc-Sơn (Thanh-Hóa) 65 dặm.
q14_15_page_16-0005,"Hồi thuộc Hán là đất huyện Hàm-Hoan, thuộc Đường là huyện Phù-Diễn đổi là Diễn-Châu."
q14_15_page_16-0006,Đời nhà Trần đổi là Diễn-Châu lộ.
q14_15_page_16-0007,"Đến niên-hiệu Quang-Thuận nhà Lê đổi là Diễn-Châu phủ, cho thuộc vào Thừa-tuyên Nghệ-An, kiêm lĩnh cả huyện Đông-Thành và huyện Quỳnh-Lưu."
q14_15_page_16-0008,"Đến triều Nguyễn cũng nhân theo cũ mà cho kiêm-lý huyện Đông-Thành, thống-hạt huyện Quỳnh-Lưu."
q14_15_page_16-0009,"Năm Minh-Mạng 18, (1837) lại đặt thêm huyện Yên-Thành cũng cho thuộc vào thống-hạt."
q14_15_page_16-0010,"Năm Tự-Đức thứ 4, lại đổi làm phủ kiêm-nhiếp, rồi năm Thành-Thái thứ 10, đề lại phủ thống-hạt."
q14_15_page_16-0011,Nay lĩnh 3 huyện.
q14_15_page_16-0012,HUYỆN ĐÔNG-THÀNH (do phủ kiêm-lý)
q14_15_page_16-0013,"Đông tây cách nhau 13 dặm, nam bắc cách nhau 59 dặm."
q14_15_page_16-0014,Đông giáp bể; tây giáp địa giới huyện Yên-Thành; nam giáp địa giới phủ Hưng-Nguyên; bắc giáp địa giới huyện Quỳnh-Lưu.
q14_15_page_16-0015,"Hồi thuộc Đường, đất này thuộc phủ Diễn-Châu."
q14_15_page_16-0016,Đến đời nhà Trần gọi là huyện Thổ-Thành.
q14_15_page_16-0017,"Hồi thuộc nhà Minh thì gọi là huyện Đông-Ngạn, lệ thuộc vào Hoan-Châu."
q14_15_page_16-0018,Đời nhà Lê đổi là huyện Đông-Thành.
q14_15_page_16-0019,Triều Nguyễn cũng theo như cũ cho thuộc vào phủ kiêm-lý.
q14_15_page_16-0020,"Đến năm Minh-Mạng 18 mới trích 5 tổng Vạn-Phần, Hoàng-Trường, Quỳ-Trạch, Quan-Hóa và Cự-Lâm ra huyện Yên-Thành."
q14_15_page_16-0021,"Đến năm Thành-Thái thứ 10, lại lấy 2 tổng Vân-Tụ và Quan-Trung thuộc vào huyện Yên-Thành, còn tổng Vạn-Phần và tổng Hoàng-Trường thì lại đề như trước."
q14_15_page_16-0022,"Nay lĩnh 5 tổng, cộng 132 xã, thôn."
q14_15_page_17-0001,HUYỆN YÊN-THÀNH (Thuộc phủ-thống-hạt.
q14_15_page_17-0002,Dưới căng thể) Ở phía tây-bắc phủ Diễn-Châu.
q14_15_page_17-0003,"Đông tây cách nhau 37 dặm, nam bắc cách nhau 44 dặm."
q14_15_page_17-0004,Đông giáp địa giới huyện Đông-Thành; tây giáp địa giới huyện Lương-Sơn và huyện Nghĩa-Đàn; nam giáp địa giới phủ Hưng-Nguyên; bắc giáp địa giới huyện Đông-Thành.
q14_15_page_17-0005,"Nguyên trước là đất huyện Đông-Thành; năm Minh-Mạng thứ 18, trích 5 tổng (đã nói ở trên) đặt ra huyện Yên-Thành này, cho thuộc vào phủ thống-hạt."
q14_15_page_17-0006,"Qua năm Minh-Mạng thứ 21, lại trích tổng Cự-Lâm ra để thuộc vào huyện Nghĩa-Đàn."
q14_15_page_17-0007,"Năm Tự-Đức thứ 4 (1851) bớt chức Tri huyện, đề phủ kiêm-nhiếp."
q14_15_page_17-0008,"Nguyên lĩnh 4 tổng, đến năm Thành-Thái thứ 10, lại đem 2 tổng Vân-Tụ và Quan-Trung trả về huyện Đông-Thành, và trích các xã thôn mới mộ dân khai khần đất ở ven núi, đặt ra tổng Văn-Hội, để thuộc vào huyện Yên-Thành cũng thuộc về phủ thống-hạt."
q14_15_page_17-0009,"Nay có 5 tổng, cộng 100 xã, thôn."
q14_15_page_17-0010,HUYỆN QUỲNH-LƯU
q14_15_page_17-0011,"Ở phía bắc phủ Đông tây cách nhau 60 dặm, nam bắc cách nhau 39 dặm."
q14_15_page_17-0012,Đông giáp bể; tây giáp địa giới huyện Nghĩa-Đàn; nam giáp địa giới hai huyện Đông-Thành và Yên-Thành; bắc giáp địa giới huyện Ngọc-Sơn tỉnh Thanh-Hóa.
q14_15_page_17-0013,Hồi thuộc nhà Đường là đất thuộc phủ Diễn-Châu.
q14_15_page_17-0014,"Hồi thuộc nhà Minh, thì 3 huyện Quỳnh-Lâm, Phù-Lưu và Trà-Thanh cùng là đất huyện Quỳnh-Lưu cả."
q14_15_page_17-0015,Đến đời nhà Lê mới đổi tên huyện là Quỳnh-Lưu; triều Nguyễn cũng theo đó mà cho thuộc về phủ thống-hạt.
q14_15_page_17-0016,"Nguyên lĩnh 1 tổng, đến năm Minh-Mạng thứ 21, trích ra 7 tổng Hạ-Sưu, Nghĩa-Hưng, Phác-Lỗ, Đường-Khê, Thuần-Hàm, Nhiêu-Hợp, Lâm-La, để thuộc vào huyện Nghĩa-Đàn."
q14_15_page_17-0017,"Nay lĩnh 4 tổng, cộng 86 xã, thôn."
q14_15_page_18-0001,PHỦ QUỲ-CHÂU
q14_15_page_18-0002,Ở phía tây-bắc tỉnh-thành 148 dặm.
q14_15_page_18-0003,"Đông tây cách nhau 82 dặm, năm bắc cách nhau 205 dặm."
q14_15_page_18-0004,Đông đến địa giới huyện Quỳnh-Lưu 12 dặm; tây đến địa giới huyện Sầm-Tộ 70 dặm; nam đến địa giới huyện Tương-Dương 182 dặm; bắc đến địa giới huyện Nông-Cống (Thanh-Hóa) 35 dặm.
q14_15_page_18-0005,Xưa là đất phủ Diễn-Châu.
q14_15_page_18-0006,"Năm Vĩnh-Lạc thứ 13 thuộc nhà Minh, trích ra làm châu, và cho thuộc vào phủ Diễn-Châu; năm Vĩnh-Lạc thứ 15, lại cho thuộc vào phủ Thanh-Hóa."
q14_15_page_18-0007,"Năm Quang-Thuận triều Lê lại cho thuộc quyền thừa-tuyên Nghệ-An, vẫn nguyên lĩnh huyện Thúy-Vân và huyện Trung-Sơn, do Thổ-quan ở đấy cai trị."
q14_15_page_18-0008,"Đến đời Gia-Long triều Nguyễn vẫn dùng Thổ-quan là chức Chánh-cai-huyện, phó-cai-huyện quản trị."
