id,sentence
q01_page_24-0007,"Đến đời Hiếu-Định Hoàng-Đế năm thứ 10 (1775), họ Trịnh xâm tính, rồi bị Tây-sơn Nguyễn-Nhạc trộm chiếm đô-thành."
q01_page_24-0008,Thế-Tổ Cao-Hoàng-Đế khắc phục cựu-đô nhơn dấu cũ đó mà làm thêm rộng ra.
q01_page_24-0009,"Đến Liệt-thánh (các vị vua sau) kinh-dinh qui chế càng ngày tráng lệ, từ việc sau năm Ất dậu (1885) so sánh với trước lần hơi Xét ngự-hà 御河: đầu niên hiệu Gia-Long đào từ sông Tả hộ thành đến Võ-khổ tức chỉ, gọi là thanh-câu."
q01_page_24_25-0001,Năm Minh Mạng thứ 6 (1835) lại đào từ Võ khố thông đến sông Hữu-hộ thành rồi đặt cho tên hiện nay (Ngự-hà).
q01_page_25-0001,"Cửa Thề nhơn 體仁: niên hiệu Gia-Long đầu gọi cửa Thế-nguyên, năm Minh Mạng thứ 10 (1829) đổi gọi tên hiện nay."
q01_page_25-0002,"Trấn-bình-đài và Trấn-binh-môn 臺, 鎮平門 niên hiệu Gia-Long gọi Thái-bình-đài, Thái-bình-môn, năm Minh Mạng 17 (1836) đổi tên hiện kim, nay làm chỗ cư trú cho quan binh người Pháp."
q01_page_25-0003,"Ngự-hà-kiều 河橋: đầu hiệu Gia-Long gác cây làm cầu, đặt tên là Thanh-câu-kiều, năm Minh Mạng nguyên-niên (1820) xây đá, đổi tên hiện kim, 2 bên xây lan-can, ở trên cầu có cất nhà để tháng nắng hành-giả qua lại cho mát."
q01_page_25-0004,"Khánh Ninh kiều năm Minh-Mạng thứ 2 (1820) xây 2 cầu, đầu cầu phía bắc đều phụng Thánh-chế-văn khắc vào bia dựng đình nơi ấy."
q01_page_25-0005,Vĩnh-lợi kiều 橋 đắp năm Minh Mạng thứ 7 (1826) trong năm Thiệu-Trị cất nhà ngói trên cầu.
q01_page_25-0006,"Đông-Thành thủy-quan 水關 đầu hiệu Gia-Long gác cây làm cầu, tên là cầu Thanh-long 青龍橋, năm Minh Mạng thứ 11 (1830) xây cầu đá, dưới cầu có làm áp-quan (1) trên xây lan can và có xưởng môn đại-bác, nhơn đó đổi tên hiện Tây-thành thủy-quan 水關 Xây năm Minh Mạng thứ 7 (1826), ở dưới cũng xây áp-quan, trên cất xưởng đại bác, đặt tên hiện-kim Gia hội kiều trước tên là An-hội 安會, năm Minh Mạng thứ 18 (1837) đổi tên."
q01_page_25-0007,"Năm Thành-Thái thứ 10 (1898) gác sắt, năm 18 (1906) đổi xây bằng vôi và xi măng Đông-gia-kiều 橋: tên cũ là Đông-ba 東花, năm Minh-Mạng thứ 20 (1839) đổi tên, năm Thành-Thái thứ 4 (1892) gác sắt Đông hội kiều tên cũ là Thanh-tước 青雀 năm Minh-Mạng 19 đổi tên."
q01_page_25-0008,"(1) Áp-quan: xây cái cửa, có tấm ván sập xuống dở lên, khi cần cho ghe thuyền đi qua thì dở lên, rồi sập xuống."
q01_page_26-0001,"Lợi tế-kiều 橋-tên cũ là Bạch hồ 虎 năm Minh-Mạng thứ 2 (1820) đổi tên, năm Thành-Thái thứ 9 (1897) Cửu-lợi-kiều 橋: tên cũ là Bạch-yến 白燕, năm Minh-Mạng thứ 2 (1820) đổi tên là Kim-long 金龍, năm thứ 20 (1839) đổi tên hiện kim Tịnh-tế-kiều 濟橋: tên cũ là Huyền-hạc 玄鶴 năm Minh Mạng thứ 20 đổi tên."
q01_page_26-0002,"Trường lợi kiều tên cũ là Huyền-yến 亥燕, năm Minh-Mạng thứ 21 (1840) đổi tên, năm Thành Thái thứ 10 (1898) gác cầu sắt HOÀNG-THÀNH 皇城 Ở trong Kinh-thành, có cả miếu điện, chu vi 614 trượng 1 thước cao 1 trượng 5 tấc, dài 2 thước 6 tấc, xây gạch, phía nam bắc đều dài 151 trượng, phía đông phía tây đều dài 155 trượng 5 thước, có 4 cửa mặt trước là cửa Ngo-môn, phía tả cửa Hiền-nhơn 顯仁 phía hữu cửa Chương-đức 彰德, mặt sau cửa Hòa bình 和平 Trong cửa ngọ-môn làm điện Thái Hòa 和殿 là chỗ chính điện đại triều."
q01_page_26-0003,"Cất năm Gia-long thứ 3 (1804), năm Thành-Thái thứ 3 (1891) trùng tu, năm 11 (1899) lót nền lại bằng gạch hoa, trước điện làm đơn bệ 丹陛, dưới đơn bệ làm long-tri 龍墀 trước đến ao Thái-dịch 太液池 phía nam phía bắc ao ấy đều dựng long-vân đồng trụ 龍雲銅柱 (trụ đồng chạm, mây) và phường-môn linh tinh 星坊門, trên ao xây cầu ở ngay giữa, phía đông cầu có tả-đãi lậu viện 漏院, phía tây cầu có hữu đãi lậu viện Phía tả cửa Hiền-nhơn làm đài đông-khuyết, phía hữu cửa Chương-đức làm đài tây-khuyết 岡, phía tả cửa Hòa bình làm đài bắc-khuyết."
q01_page_26-0004,"Bốn mặt ngoài thành có hào bao quanh, trước cửa Ngọ-môn gọi là Kim-thủy-tri 水池, có 3 cầu xây đá qua hào."
q01_page_26-0005,"Còn ba cửa kia mỗi cửa đều xây 1 cầu đá Xét Hoàng-thành đầu hiệu Gia-long mặt tiền chỗ Chính-trung làm nam-khuyết-đài, ở trên làm Càn-nguyên điện 乾元殿 bên tả hữu có 2 cửa: Tả-đoan-môn và Hữu-doan-môn 端門右端門."
q01_page_26-0006,"Năm Minh-Mạng 14 (1833) đổi làm 5 cửa: ở giữa làm Ngọ-môn, 2 cửa giáp-môn tả, hữu và 2 cửa Khuyết-môn 門 tả hữu nữa, ở trên xây lầu Ngũ Phụng Tả hữu Đãi-lậu-viện 右待漏院: đầu hiệu Gia-Long phía tả làm Võ-công-Thự 武公署, phía hữu làm Văn-công-thự 文公署 năm Minh Mạng thứ 4 (1823) đổi làm tả hữu triều đường 左右朝堂, năm thứ 14 (1833) đổi lại tên này, nay triệt bỏ."
q01_page_27-0001,"Hòa-bình-môn 平門: Đầu hiệu Gia-Long đặt tên cửa Củng thần 拱辰門, Minh Mạng thứ 2 (1821) đổi làm cửa địa-bình 地平門; năm 14, (1833) đổi tên hiện kim, năm Thành Thái thứ 6 Kim-thuy-trì 池: ngoài Hoàng-thành, đầu hiệu Gia-Long đào 3 mặt tả hữu và hậu, năm Minh Mạng 14 (1833) đào mặt tiền cho nước ao chảy lưu thông."
q01_page_27-0002,"TỬ-CẤM-THÀNH 柴禁城 Ở trong Hoàng-thành là chỗ cung điện, chu vi 306 trượng 12 thước, cao 9 thước 3 tấc, dày 1 thước 8 tấc, mặt trước và mặt sau đều đài 81 trượng, 2 mặt tả, hữu đều dài 72 trượng 6 thước."
q01_page_27-0003,"Vách thành trong ngoài đều tô sắc vàng, có 7 cửa, phía nam gọi Đại cung-môn 門 (treo biển Càn-thành-cung 宮) phía đông: Hưng-khánh-môn 慶門 và Đông-an-môn 門."
q01_page_27-0004,Phía tây: Gia-tường-môn 祥門 và Tây-an-môn 安門.
q01_page_27-0005,"Phía bắc Tường-loan-môn và Nghi-phụng-môn 鳳門, ở trước là Càn-thành-Cung, trước điện Càn thành là điện Cần chánh 勤政殿 làm chánh-điện thường triều vậy."
q01_page_27-0006,"Điện này cất năm Gia-Long thứ 3 (1804), trùng tu năm Thành-Thái 11 (1899), đổi lót gạch hoa trước điện và tả hữu lưỡng-vu."
q01_page_27-0007,Phía đông điện Cần chánh làm điện Văn-minh 文明殿 phía tây làm điện Võ-Hiền 武顯殿.
q01_page_27-0008,Phía đông tả vu điện Cần chánh làm Đông các 東閣.
q01_page_27-0009,Phía nam Đông-các là Tụ khuê thơ.
q01_page_28-0001,"Phía bắc điện Cần-chánh là điện Can-thanh 乾成殿 phía bắc điện Càn-thành là cung Khôn-Thái 宮, phía tây bức tường là cung Gta-Thọ 宮, phía bắc là cung Trường-Ninh 寧宮, qui chế trong điện-đình lệ không dám biên."
q01_page_28-0002,"Cẩn án: Tử-cấm-thành xây đắp năm Gia-Long thứ 3 (1804) gọi tên là Cung-thanh 城, năm Minh-Mạng thứ 3 (1822) đổi tên hiện kim."
q01_page_28-0003,"Chỗ chánh-trung phía trước thành đầu niên hiệu Gia-Long làm điện Thái-Hòa 太和殿, bên tả làm Tả-túc-môn 肅門 bên hữu làm Hữu-túc. môn 門."
q01_page_28-0004,Năm Minh Mạng 14 (1833) dời điện Thái Hòa nhích tới phía nam phải bỏ 2 cửa Tả-túc Hữu-túc lấy chỗ đề cất Đại-cung-môn.
q01_page_28-0005,"Ngoài cửa cung phía đông và phía tây dựng 2 Phường-môn, phía đông gọi là Nhật tinh 日精, phía tây gọi là Nguyệt-anh 月英 (nguyên trước Nguyệt-hoa 月花 năm Thiệu-Trị nguyên niên (1841) đổi làm nguyệt-anh)."
q01_page_28-0006,"Hai cung Càn-thành và Khôn-thái làm khi đầu niên hiệu Gia-Long, trong Đại-nội chưa có tên cung, năm Minh Mạng 14 qui chế đầy đủ mới định lấy các điện từ điện Trung-Hòa 中和殿 tới trước làm cung Càn-thành, các điện từ điện Trung-Hòa lui sau làm cung Khôn Thái."
q01_page_28-0007,"Hai điện Văn minh, Võ-hiền khi đầu niên hiệu Gia-Long làm tả hữu Phương đường 左右方堂, ở tả hữu cung Càn-thành năm Minh Mạng thứ 5 (1824) đổi phía tả gọi Võ-Hiền-điện, phía hữu gọi Văn-minh-điện, năm 14 (1833) lại đổi phía tả gọi làm Văn-minh phía hữu gọi làm Võ Hiền Cung Ninh."
q01_page_28-0008,"Thọ 寧壽宮: khi đầu niên hiệu Gia-Long làm cung Trường-Thọ 壽宮, năm Minh Mạng nguyên niên đổi làm Từ-Thọ 慈壽, đầu năm Tự Đức trùng tu, đổi làm Gia-Thọ 嘉壽 năm Thành-Thái 13 dưng tên hiện kim."
q01_page_28_29-0001,"Cung trường-ninh 寧宮: cất năm Minh Mạng thứ 3 (1822) để làm chỗ để xe và thưởng-tiết ưu-du, năm Thiệu Trị thứ 6 (1846) trùng-tu, lấy nhà trước cung tấn danh làm Ngũ-đại đồng đường 同堂, nhà giữa làm điện Thọ Khương 壽康殿, lầu sau làm lầu Vạn phước 福樓 (lầu Vạn Phước và nhà ngũ đại đồng đường nay đều triệt bỏ)."
q01_page_29-0001,"Phía bắc cung Khôn-Thái có điện Cao-minh trung-chánh 明中正殿, đầu niên hiệu Gia-Long dưng làm cung Khôn nguyên 元, năm Minh-Mạng 14 (1833) đổi tên này."
q01_page_29-0002,"Hiên phía đồng điện Khôn-Thái làm viện Tĩnh-quan 觀院, phía bắc viện có tạ Trừng-quang 光榭 trước giáp nội-ngự hà Ở trung gian cái tả-long trước điện Khôn-Thái làm viện Dưỡng tâm 養心院, phía đông viện này có Thanh hạ-thơ-lâu 樓 phía bắc lầu này làm Đạm-như-tho-xá 如書舍 (Thơ-lâu, Thơ xá triệt bỏ trong niên hiệu Thành Thái)."
q01_page_29-0003,"Ở trung-gian cải hữu-lang trước điện (Khôn-Thái) làm viện Thuân-Huy 順徽院, phía tây viện này lại có viện Đoan Huy 徽院, trùng tu lại trong niên hiệu Thiệu Trị, trong năm Giáp-Thìn (1904) niên hiệu Thành Thái sau khi bị gió bão có sửa Phía đông Thanh-hạ thơ-lâu có điện Hoàng-Phước 皇福 殿 ở tại vườn ngự-viên 御園 trong cửa Hưng-Khánh 興慶門."
q01_page_29-0004,"Chính giữa hồi-lang 迴廊 bẻ góc ra bốn phía vuông vức như hình chữ vạn (卍), bốn góc có 2 cái đường 堂 và 2 cái hiên 軒."
q01_page_29-0005,"Trước điện có đình bát giác, có biển ngạch đề: Nhân-thanh bát biểu 仁聲八表, phía bắc điện có phương đình có biển ngạch đề: Minh-đạt tứ-thông 明達四聰, đều làm năm Thiệu-Trị nguyên niên (1841), triệt bỏ trong niên hiệu Đồng Khoảng giữa tả-lang sau điện Càn-Thành làm điện Quang minh 光明殿, khoảng giữa hữu-lang làm điện Trinh-minh 貞明殿, dựng năm Gia-Long thứ 9 (1810), tùng tu năm Minh Mạng thứ 11 (1830)."
q01_page_29_30-0001,"Lại ở trong vườn điện Càn-Thành về hiên phía đông có điện Minh-Thận 明慎殿 trước điện xây đá làm ao vuông gọi Quang-văn-trì 羌文池, phía tây cái ao có các Tứ-phương-vô-sự 四方無事, phía bắc có lầu Tự cường 樓, phía đông có lầu Nhật-Thành, đều cất năm Thiệu Trị nguyên-niên (1841), đã triệt hạ trong niên hiệu Thành Thái, duy hiện còn lầu Nhật-Thành."
q01_page_30-0001,"(trong lầu ở từng dưới có biển ngang khắc: Minh-kinh-cao-đường 明鏡高堂, do đầu niên hiệu Đồng-Khánh ngự đề) Điện Thiên-Thân 天申殿 ở đông-lang trong của An-Phước 安福 thuộc ngự viên, trước có ao gọi Phước-Hoằng 福泓 trong có núi Tú nhuận 秀潤山 và đình Vọng-Hà 望霞, dựng năm Minh-Mạng thứ 2 (1821), triệt giải năm Thành-Thái Nhân-trí tường 仁智堂 ở phía bắc Ngụ-Hà, đầu niên hiệu Đồng Khánh cải cấu làm Thái-bình-ngự-lãm-thơ-lâu 太平御覽書樓, (hiện hư bỏ chưa tu sửa), Thúy-quang-lâu 翠光 (từng trên thờ Cửu-Thiên, từng dưới thờ các vị Tình quân) Hoằng-An Tự 弘恩寺 (thờ Phật), Oai-linh-tướng-hựu-miếu 感靈相佑廟 (thờ Quan-Công, đều ở phía bắc Ngự-hà, cất trong niên hiệu Thiệu Trị, triệt giải trong niên hiệu Thành-Thái."
q01_page_30-0002,"Miếu Thành-Hoàng 城隍廟, một tòa 2 gian (thờ bản cảnh Thành-Hoàng và Linh-Ứng chư tôn thần) ở phía đông nội Ngự-Hà, giáp với Đông-viên (tường phía đông), triệt giải trong niên Tứ-phương-vô-ngu- đường 四方無虞堂 ở phía tả trong cửa Tường-Loan 翔營門."
q01_page_30-0003,"Bách-vô-dạng-đường 百無恙堂 ở phía hữu trong của Nghi-phụng 儀風門, trong niên hiệu Đồng Khánh, Thành-Thái thủ thứ triệt giải."
q01_page_30-0004,"Xét ở phía bắc điện Cao-minh-trung-chánh có hồi-lang tả hữu nối nhau, trong có ngự lâu gọi Minh-viễn-lâu 明遠樓, phía đông lầu này là Ngự Viên gọi Thiệu-phương-viên 紹芳園, trong vườn có Ngọc-dịch-tri 玉液池, suốt từ đông đến tây vườn này có Ngự-hà nhỏ, từ trong cống nước thành phía tây dẫn nước ở hồ Kim-thủy chảy qua đông bắc đường Nhân-Trí thì có nước ở Phước hoằng hội hiệp lại, rồi quanh qua phía nam phân làm 2 dòng."
q01_page_30-0005,"Một dòng qua cầu Phồ-độ 普渡橋 thông ao Ngọc-Dịch, một dòng qua cầu Thụy-nghê thông đến thủy quan cửa Đông."
q01_page_30-0006,"An 東安門, chỗ thủy. đậu 水竇 và thủy-quan 關 đều dùng lưới sắt chận ngăn lại."
q01_page_31-0001,"Duyệt-thị- đường 闆是堂 ở ngoài tường phía đông điện Quang-minh, ngó về hướng đông, qui chế vuông vức rất cao rộng dựng năm Minh Mạng thứ 7 (1826) phía tiền. tả làm sở Thượng thiện 尚膳, phía hữu làm viện Ngự-y 院, đều ngăn bức tường, đều làm năm Tự Đức thứ 6 (1853), niên hiệu Thành Thái làm thêm nhà cầu và nhà bếp."
q01_page_31-0002,"Phía nam viện Ngự Y cách bức tường có Thị vệ trực-phòng Tiên-trượng-khố 僳仗衛直房 và ty Cần tin 謹信司, Phía đông ty Cần-tin có 庫, dựng trong niên hiệu Thành-Thái."
q01_page_31-0003,"Phòng Cơ khí 機器房 ở ngoài cửa Hưng-Khánh, làm năm Giáp-thìn (1904) niên hiệu Thành Thái, để chứa các hạng Khí-xa."
q01_page_31-0004,"Hậu-phố 後 ở phía bắc Hoàng-thành, giữa xây đình Tử-Thông 四聰, 3 phía: bắc, tả, hữu đều xây thành quanh cao 8 thước."
q01_page_31-0005,"THÁI-MIẾU 太廟 Ở phía tả điện Thái Hòa, trước Triệu-miếu = về hướng nam, dựng năm Gia-Long thứ 3 (1804) trùng tu trong niên hiệu Thành Thái."
q01_page_31-0006,"Qui chế của miếu: Chánh dinh 13 gian, tiền dinh 15 gian, 2 chái đông tây, chung đường mà khác thất, có 9 cái thất đều đặt thần khám."
q01_page_31-0007,Ở giữa thờ Thái-Tổ Gia-Dụ Hoàng-Đế và Hoàng-Hậu.
q01_page_31-0008,Tả hữu đều có 4 cái thất (室): thất tả nhất thờ Hiếu văn Hoàng Đế và Hoàng Hậu.
q01_page_31-0009,Thất hữu-nhất thờ Hiếu-Chiêu-Hoàng-Đế và Hoàng Hậu.
q01_page_31-0010,Thất tả nhị thờ Hiếu-Triết Hoàng Đế và Hoàng Hậu.
q01_page_31-0011,Thất hữu-nhị thờ Hiếu-Nghĩa Hoàng-Đế và Hoàng-Hậu.
q01_page_31-0012,Tả-tam thờ Hiếu-Minh Hoàng-Đế và Hoàng Hậu.
q01_page_31-0013,Hữu-tam thờ Hiếu-Ninh Hoàng-Đế và Hoàng-Hậu.
q01_page_32-0001,Tả-tứ thờ Hiếu Võ Hoàng-Đế và Hoàng-Hậu.
q01_page_32-0002,Hữu tứ thờ Hiếu-Định Hoàng-Đế.
q01_page_32-0003,"Mỗi năm lấy ngày mùng một 4 tháng mạnh (tháng giêng, tháng 4, tháng 7, tháng 10) và ngày 22 tháng quý-đông, (tháng chạp) làm lễ tế hưởng."
q01_page_32-0004,Phía tả Thái-miếu làm điện Long-đức 隆德 (thường năm gặp buổi kỵ án chính-trung thì trần thiết làm lễ ở đây).
q01_page_32-0005,Phía tả trước sân miếu làm điện Chiêu kính 昭敬 (để bị thiết buổi kỵ 4 án bên tả).
q01_page_32-0006,Phía hữu trước sân miếu làm điện Mục-tư 穆田 (để bị thiết buổi kỵ4 án bên hữu) Phía bắc điện Mục tư có phương-đường 方堂 (làm chỗ thờ Thổ công).
q01_page_32-0007,"Phía tả miếu-viên làm cửa Hiền thừa 顯承, phía hữu làm cửa Túc-tướng 肅相."
q01_page_32-0008,"Phía sau có tường ngăn, phía tả làm cửa Nguyên-chỉ 元祉 Phía hữu làm cửa Trường hựu 長祐."
q01_page_32-0009,"Chỗ chính giữa trước sân miếu làm các Tuy-thành 綏成 phía tả và hữu có đoản tường, tường phía tả có cửa Diên-hy 延禧 trên có lầu chuông, tường phía hữu có cửa Quang-hy 光禧 trên có lầu trống, ngoài đoản tường tả hữu có lưỡng vu, đề tòng tự các vị thân huân công thần khi quốc-sơ."
q01_page_32-0010,"Phía nam miếu-viên làm cửa Thái-miếu 太廟, 2 phía tả hữu trước cửa đều đặt một con sư tử bằng đá."
q01_page_32-0011,"Cẩn án Các Tuy-thành nguyên trước là các Mục-thanh 穆清 năm Minh Mạng 11 cải tên, qua niên hiệu Thành Thái triệt bỏ."
q01_page_32-0012,Điện Long-đức nguyên trước là đường Tả-phương 左方.
q01_page_32-0013,"Điện Chiêu kính, điện Mục-tư nguyên làm tả hữu tế sở, năm Minh Mạng 13 (1832) đều đổi tên hiện kim, năm Thành-Thái 12 (1900) Ở phía đông miếu có điện Canh-y 更衣 (thay áo) trong niên hiệu Thành Thái triệt bỏ."
q01_page_33-0001,THẾ-MIẾU 世廟
q01_page_33-0002,"Ở phía hữu điện Thái Hòa 太和, phía trước Hưng-miếu 興廟, ngó về hướng nam dựng năm Minh-Mạng thứ 2 (1821) miếu chế: chính dinh có 9 gian, tiền dinh có 11 giau, 2 chái đông tây, chung một đường mà ngăn riêng từng thất."
q01_page_33-0003,Chỗ chính-trung thờ thần khám Thế-Tổ Cao-Hoàng-Đế và 2 Hoàng Hậu Thừa-Thiên Thuận-Thiên (Thuận-Thiên Hoàng-Hậu xây mặt hướng tây).
q01_page_33-0004,Gian tả nhất thờ Thánh-Tổ Nhân Hoàng-Đế và Hoàng-Hậu.
q01_page_33-0005,Gian hữu nhất thờ Hiến-Tổ Chương Hoàng Đế và Hoàng-Hậu.
q01_page_33-0006,Tả nhị thờ Dực-Tôngg Anh Hoàng-Đế và Hoàng-Hậu.
