id,sentence
q10_11_page_17-0023,"109 xã, thôn, phường, ấp"
q10_11_page_18-0001,HUYỆN SƠN-HÒA
q10_11_page_18-0002,"Cách tỉnh 58 dặm. Từ đông đến tây 45 dặm, từ nam đến bắc 42 dặm."
q10_11_page_18-0003,Từ huyện-lỵ xuống phía đông đến giới phủ Tuy-An 15 dặm; phía tây đến đất Mán 30 dặm; phía nam đến giới phủ Tuy-Hòa 11 dặm rưỡi; phía bắc đến giới huyện Đồng-Xuân 30 dặm rưỡi.
q10_11_page_18-0004,"Nguyên trước là đất của Tuy-An, Tuy-Hòa và Đồng-Xuân."
q10_11_page_18-0005,"Năm Thành-Thái 11 (1899) chia cắt các tổng thượng-du của 3 phủ huyện đặt làm 4 tổng Sơn-Lạc, Sơn-Xuân, Sơn-Tường và Sơn-Bình đặt làm huyện này."
q10_11_page_18-0006,"Năm thứ 12 (1900) trích lấy 8 xã thôn trong huyện hạt này tháp-nhập phủ Tuy-An, và 12 xã thôn nữa tháp-nhập phủ Tuy-Hòa (có nói rõ ở trên)."
q10_11_page_18-0007,Còn phần đất dư lại thuộc 4 thôn trong tổng Sơn-Tường (sau khi đã trích nhập Tuy-An và Tuy-Hòa) và cắt các xã trong tổng Sơn-Bình cận với 4 thôn ấy hiệp làm một tổng (để y tên cũ là tổng Sơn-Tường).
q10_11_page_18-0008,"Nay huyện Sơn-Hòa lãnh 4 tổng, 43 xã thôn, phường, ấp."
q10_11_page_19-0001,HÌNH THẾ
q10_11_page_19-0002,"Phía tây chế ngự mán lèo, phía đông chận ngăn miền biển."
q10_11_page_19-0003,"Núi Đại-Lãnh đứng phía nam, núi Cù-Mông chế phía bắc."
q10_11_page_19-0004,"Núi có tiếng dựng nên hình thắng, thì có Thạch-Bi (núi Đà-Bia), Chủ-Sơn (Núi Chúa) và Vụ-Mã; sông có danh bao bọc yếu xung, thì có Đà-Diễn, Thạch-Bàn và Phú-Ngân."
q10_11_page_19-0005,"Lại còn hồ đầm xen lộn, cồn đảo ôm quanh, cửa biển đầu nguồn, khách buôn tụ tập."
q10_11_page_19-0006,"Đất tuy hẹp nhỏ, mà dân cư khá đông, sản vật dồi dào, ấy cũng là một yếu-xử bực trung vậy."
q10_11_page_20-0001,"Khí hậu Mùa xuân khí trời ôn hoà, mùa hạ nóng nực."
q10_11_page_20-0002,"Lúc thu đông giao tiếp thì mưa lụt nhiều, và khí trời lần mát, đến tiết đông-chí mới biết lạnh."
q10_11_page_20-0003,"Nói về mùa nông: ruộng cao, tháng 6, 7 gieo, tháng 11, 12 gặt; ruộng thấp tháng 4, 5 gieo, tháng 8, 9 gặt; hoặc tháng 11, 12 gieo, tháng 3, 4 sang năm mới gặt."
q10_11_page_20-0004,"Hoặc như mùa thu không mưa thì ruộng cao phải gieo sớm, ruộng thấp gieo muộn; hoặc mùa hạ không mưa thì ruộng thấp phải làm sớm, ruộng cao làm muộn."
q10_11_page_20-0005,"Có thể ngăn đáp nơi chân núi, hoặc làm xe nước tùy địa-thế để tưới ruộng."
q10_11_page_20-0006,"Nếu không được mùa lớn, thì cũng được trung bình."
q10_11_page_20-0007,Nhà nông thường xem theo mây sao trên trời để định kỳ-hạn trồng tỉa (có nói rõ trong Bình-Định-Chí).
q10_11_page_20-0008,"Ở nơi gần núi thường có ít nhiều khí độc lam-chương, làm cho người sinh bệnh."
q10_11_page_21-0001,PHONG TỤC
q10_11_page_21-0002,"Nghề nghiệp sinh nhai đủ 4 hạng dân (sĩ nông công thương), nhưng ít có người chuyên theo việc học; duy có việc làm nông thì hơi đắc lực."
q10_11_page_21-0003,"Tuy chỗ rừng núi hẻo lánh cũng có điền trang chút ít, chỗ nào cũng có hoa lợi không bỏ đất hoang."
q10_11_page_21-0004,Người buôn bán cũng khá nhiều.
q10_11_page_21-0005,Dân ở dọc miền núi thì gánh chở muối sắt để đổi chác với dân mọi.
q10_11_page_21-0006,Dân ở miền biển thì làm nhiều thuyền nan vận tải bán buôn.
q10_11_page_21-0007,Những sản-phẩm của các nghề thợ rất thô vụng.
q10_11_page_21-0008,"Dân-tục chất-phác thuần-hậu, việc ma chay cúng tế cũng giản-tiện, nhưng gặp việc cầu thần hay lễ tạ, thường bày ra cuộc hát xướng diễn kịch, thù tạc vãng-lai, lãng-phi rất nhiều."
q10_11_page_21-0009,"Con trai thì đầu đắt lược sừng, con gái hay đeo xuyến kiềng bằng bạc."
q10_11_page_21-0010,"Lệ cưới vợ thường hay gửi rễ, nên dân cư-ngụ thường ở xen lộn với dân chánh-quán."
q10_11_page_21-0011,"Ngoài ra tuế thời tiết-lễ đều giống như phong-tục Bình-Định, duy có phần mộ thì hay xây bằng vôi đá, là có khác hơn mà thôi."
q10_11_page_21-0012,"Nói về phong tục ở các động mọi thượng-du: thường năm về tháng Giêng họ giết trâu tế cầu cho được mùa, ấy gọi là «lễ Hoàn-trụ»."
q10_11_page_21-0013,"Tiết tháng chạp thì mỗi trại mọi đem l con heo, bội tại nhà người man-trưởng làm lễ, gọi là «lễ Tầy-đầu»."
q10_11_page_21-0014,Ấy là cổ-tục của mán lèo còn di lưu lại.
q10_11_page_22-0001,THÀNH TRÌ
q10_11_page_22-0002,TỈNH-THÀNH
q10_11_page_22-0003,Ở thôn Bình-Long huyện Đồng-Xuân.
q10_11_page_22-0004,"Thành rào bằng gai không có hảo, chu vi 2210 trượng."
q10_11_page_22-0005,"Nguyên trước ở lại 2 thôn Xuân-Đài, Long-Uyên thuộc phủ Tuy-An."
q10_11_page_22-0006,Năm Thành-Thái thứ 11 (1899) được dời đến đây (2 phủ thành sau đây cũng dời vào năm này).
q10_11_page_22-0007,PHỦ LỴ TUY-AN
q10_11_page_22-0008,"Ở trong tỉnh-thành cũ, thuộc thôn An-Thồ: Thành chu vi bằng đất, dài 66 trượng 6 thước, có bờ bào Nguyên trước ở thôn Hội-Phú."
q10_11_page_22-0009,PHỦ LỴ TUY-HÒA
q10_11_page_22-0010,"Ở thôn Năng-Tĩnh: Thành rào tre không bờ hảo (sau đây cũng vậy), chu vi 460 thước."
q10_11_page_22-0011,Huyện-lỵ cũ nguyên ở thôn Đông-Phước.
q10_11_page_22-0012,HUYỆN LỴ ĐỒNG-XUÁN
q10_11_page_22-0013,"Ở thôn Khoan-Hậu, chu-vi đài 410 thước."
q10_11_page_22-0014,"Thiết-lập từ năm Thành-Thái 11 (1899), (sau đây cũng vậy)."
q10_11_page_22-0015,HUYỆN LỴ SƠN-HÒA
q10_11_page_22-0016,"Ở thôn Củng-Sơn, chu vi dài 260 thước."
q10_11_page_23-0001,Học hiệu
q10_11_page_23-0002,TRƯỜNG TỈNH-HỌC
q10_11_page_23-0003,Ở thôn An-Thổ phủ Tuy-An.
q10_11_page_23-0004,"Nguyên trước ở thôn Long-Uyên, năm Thành-Thái 11 dời đến chỗ đây (1)."
q10_11_page_23-0005,TRƯỜNG HỌC PAÙ TUY-AN
q10_11_page_23-0006,"Ở thôn An-Thồ, nguyên trước ở thôn Hội-Phú."
q10_11_page_23-0007,TRƯỜNG HỌC HUYỆN ĐỒNG-XUÂN
q10_11_page_23-0008,"Ở thôn Khoan-Hậu, dựng năm Thành-Thái 11 (1899)."
q10_11_page_23-0009,TRUỞNG HỌC HUYỆN SƠN-HÒA
q10_11_page_23-0010,"Ở thôn Củng-Sơn, dựng năm Thành-Thái 11."
q10_11_page_23-0011,(1) Sau này được dòi ra Sông-Cầu nhưng không biết vào năm nào?
q10_11_page_24-0001,Niên-hiệu Gia-Long 18 (1819) nhân-số là 7651 người.
q10_11_page_24-0002,"Niên-hiệu Tự-Đức (1848-1883) có 7806 người, tiền thuế thâu hơn 9742 quan."
q10_11_page_24-0003,"Năm Thành-Thái thứ 10 (1898): 9368 người (chức-sắc miễn-sai lệ được miền thuế, sau đây cũng vậy) đồng niên tiền thuế hơn 11627 quan, bạc thuế 52 lượng."
q10_11_page_24-0004,"Năm thứ 11 (1899), khoản bạc sưu được ấn-định thì, hạng chính-nạp (2 hạng miễn-diêu và đinh-tráng) cộng 10810 người và tổng số bạc thuế 22996đ60; năm thứ 18 (1906) số đinh lên tới 12554 người, hạng miễn-diêu (1) 337 người, hạng chính-nạp(2) 12217 người, bạc sưu 27078 đồng và bạc công-ích 4884 đồng, hiệp cộng 31962 đồng."
q10_11_page_24-0005,"(1) Miền-diêu: khỏi nạp bạc công-ích, mà phải nạp thuế sưu (tức là thuế thân) (2) Chính-nạp: phải nạp bạc công-ích và thuế sưu, còn hạng chức-sắc (từ nhất-phầm cho đến cửu-phầm) và hạng miễn-sai (như tầng lý v v.) đều được miễn thuế."
q10_11_page_25-0001,"THUẾ RUỘNG ĐẤT Trong khoảng thời-gian từ Gia-Long đến Tự-Đức, nguyên số ruộng đất 27963 mẫu dư, trưng lúa 14.620 hộc, tiền 13.786 quan."
q10_11_page_25-0002,"Năm Thành-Thái thứ 10 (1898) số ruộng đất được 32.428 mẫu 7 sào dư, trưng lúa 14880 hộc dư, tiền 17.502 quan; năm thứ 11 (1899) cải định bạc thuế ruộng đất cộng 72.266 mẫu 7 sào, số bạc cộng 46."
q10_11_page_25-0003,"539đ 30; năm thứ 18 (1906) ruộng đất lên tới 136.832 mẫu, bạc thuế 83.588 đồng, lại phụ nạp 6% là 40U8 đồng, hiệp cộng bạc 87.596 đồng."
q10_11_page_26-0001,Núi sông
q10_11_page_26-0002,NÚI ĐẠI-LÃNH
q10_11_page_26-0003,Ở phía đông nam phủ Tuy-Hòa (các núi kể sau đây cũng đều ở địa hạt Tuy-Hòa).
q10_11_page_26-0004,"Núi này phân ranh giới tỉnh Phú-Yên và tỉnh Khánh-Hòa, có trạm Phú-Hòa ở đấy."
q10_11_page_26-0005,"Mạch núi từ núi Chúa chạy đến, phía đông giáp biển, phía nam có khe lớn."
q10_11_page_26-0006,"Triều Nguyễn, lúc đầu trung-hưng, đại quân đến cứu-viện Diên-Khánh, vua sai Tống-Viết-Phước giữ Đại-Lãnh tức là núi này."
q10_11_page_26-0007,Năm Minh-Mạng 17 (1836) vua sai thợ chạm hình núi này vào Tuyên-đỉnh.
q10_11_page_26-0008,Năm Tự-Đức thứ 6 (1853) được kê vào Tự-điền.
q10_11_page_26-0009,"Xét «Đường-Thư-Hoàn-Vương Truyện» chép: vua Lâm-Ấp chạy qua Đại-Phố, phía nam châu Đà-Lãng có núi Ngũ-Đồng-Trụ, xiên phía tây có nhiều đồi cao, sườn phía đông giáp biển, đây là đồng trụ của Mã-Viện trồng vậy."
q10_11_page_26-0010,"Theo đó thì Đại-Lãnh tức là núi Đồng-Trụ, nhưng xét theo truyện Mã-Viện thì Mã-Viện chưa từng đến đây."
q10_11_page_26-0011,Đó chẳng qua lời của hậu-nhân thêu dệt thêm vào.
q10_11_page_26-0012,NÚI NHỰ-PHI
q10_11_page_26-0013,"Ở phía nam phủ Tuy-Hòa, nửa núi thuộc địa-giới tỉnh Khánh-Hòa."
q10_11_page_26-0014,"Phía bắc núi này là núi Sầm-Dương, khi trước có đồn-thủ ở đấy."
q10_11_page_26-0015,"Triều Nguyễn lúc đầu trung-hưng, tướng Tây-Sơn là Trần-Quang-Diệu vây Diên-Khánh, đại quân đến cứu viện, Diệu do đường núi Nhự chạy về Qui-Nhơn, tức là núi này."
q10_11_page_26-0016,"Lại có núi Quán-Cương ở phía bắc, có đường trạm ngang qua; núi Húc-Viện ở phía nam, gần đấy có thành Hồ."
q10_11_page_27-0001,NÚI THẠCH-BI
q10_11_page_27-0002,"Ở phía đông-nam phủ. Năm thứ 6 đời vua Duệ-Tôn triều Nguyễn là năm Tân-Mão (1771) núi bị sét đánh, đá núi hóa trắng cả, ở xa trông thấy như đá vôi, vua sai các quan kỳ-đảo Trong núi nhiều thú rữ, nên người ta ít đến."
q10_11_page_27-0003,Xét sách «Thủy-Lục-Trình-Chí» của Trần.
q10_11_page_27-0004,"Công-Hiến có đoạn chép rằng: núi này có một chi chạy đến biên, chia hai dòng nước, cổ cây cũng phân rẽ, có 1 hòn đá lớn đầu quay hướng đông như bình người."
q10_11_page_27-0005,"Xưa vua Lê Thánh. Tôn đi đánh Chiêm-Thành ngang qua đấy, bùi ngùi than thở rằng: «từ lúc trời đất sơ-khai đã phân ranh giới, vì nghịch đạo trời, nên phải chịu họa trời», nhân đó vua khiến chạm chữ lên trên đá."
q10_11_page_27-0006,"Sách «Địa-Dư-Chí» của Lê-Quang-Định cũng nói: «vua Thánh-Tôn nam-chinh, mở đất đến đây, ở trên đỉnh núi có sai mài đá khắc chữ ghi việc chia ranh giới với Chiêm-Thành»."
q10_11_page_27-0007,"Nay bia vẫn còn, nhưng chữ bị sứt mẻ không nhận ra được."
q10_11_page_27-0008,NÚI CHÚA
q10_11_page_27-0009,"Ở Phía tây-nam phủ. Hình núi cao lớn đứng thẳng ngàn nhận, các núi trong phủ này đều phát mạch ở đây."
q10_11_page_27-0010,"Phía nam có núi Đồn-Tào, phía bắc giáp xứ Mọi."
q10_11_page_27-0011,"Lại có núi Cảnh-Thành ở phía đông-nam, núi Liên-Trì ở phía tây-bắc; bởi ở chân núi này có ao mọc sen, nên gọi tên núi như vậy."
q10_11_page_27-0012,NÚI BẢO (BỬU)-THÁP
q10_11_page_27-0013,"Ở thôn Bảo-Tháp phía đông phủ-lỵ, có tháp xưa nên gọi tên ấy."
q10_11_page_27-0014,"Lại có núi Cấm ở phía nam phủ, phía bắc liền với núi Vân-Hòa, phía nam liền với núi Lỗ-Trụ."
q10_11_page_28-0001,NÚI CỤC-KỊCH
q10_11_page_28-0002,"Ở phía nam phủ, có tên nữa là núi Gian-Nan, cũng là phân giới cho tỉnh Phú-Yên và tỉnh Khánh-Hòa; vì đường núi hiểm trở nên gọi tên ấy."
q10_11_page_28-0003,"Triều Nguyễn đầu lúc trung-hưng, đại quân cứu-viện Diên-Khánh, vua sai Đốc tướng Võ-Văn Lượng đóng đồn ở núi để triệt đường về của quân địch, tức là núi này."
q10_11_page_28-0004,Gần đấy có Hồ-Sơn là chỗ phát nguyên sông Thạch-Bàn.
q10_11_page_28-0005,NÚI THẠCH-THÀNH
q10_11_page_28-0006,"Ở phía tây-bắc huyện Sơn-Hòa, xưa có đồn trấn-thủ."
q10_11_page_28-0007,"Triều Nguyễn lúc đầu trung-hưng, đại quân cứu-viện Diên-Khánh, vua sai Đốc-tướng Mai-Tấn-Vạn chận giữ núi Thạch-Thành, tức là núi này."
q10_11_page_28-0008,"Phía nam có Phước-Sơn, xưa có đồn binh trấn giữ, ấy là chỗ phát-nguyên sông Đà."
q10_11_page_28-0009,NÚI CÙ-MÔNG
q10_11_page_28-0010,Ở phía bắc huyện Đồng-Xuân (các núi kể sau đây cũng ở huyện này).
q10_11_page_28-0011,"Nửa núi về phía bắc thuộc huyện giới Tuy-Phước tỉnh Bình-Định, trên núi có trạm Bình-Phú ở đấy."
q10_11_page_28-0012,"Phía tây có núi Nhuệ, phía đông có núi Hùng, phía bắc có núi Qui, phía nam có núi Giả (?)."
q10_11_page_28-0013,Núi đồi trùng điệp thế rất hiềm yếu.
q10_11_page_28-0014,"Năm Nhâm-dần (1782) đầu lúc trung-hưng, đại quân cứu-viện Qui-Nhơn Tả-quân Nguyễn-Hoàng-Đức đem binh đóng đồn ở Cù-Mông đánh giặc, tức là núi này."
q10_11_page_28-0015,"Lại có núi Phiếu cũng giáp giới tỉnh Bình-Định, có trại màn ở đấy."
q10_11_page_28-0016,"Lại có núi Phú-Cốc ở phía tây huyện, có tên nữa là núi Hồ, bình như con hồ núp; phía tây có núi Thủ-Huề và phía đông có núi Chung."
q10_11_page_29-0001,NÚI MÃ-VỤ
q10_11_page_29-0002,"Ở phía bắc huyện. Núi rất cao lớn, có sinh sản trà."
q10_11_page_29-0003,"Lại có núi An-Mỹ ở phía tây-nam huyện, nứt ra 2 hòn: 1 gọi là Đồn-Cương (hay gò Đồn), 1 gọi là Chung-Cương (hay gò Chuông)."
q10_11_page_29-0004,NÚI THẠCH- LẦNH
q10_11_page_29-0005,"Ở phía tây huyện, trước có đồn binh, và giao-dịch-trường (1)."
q10_11_page_29-0006,"Nguồn Hà-Duy ở đấy, là chỗ phát nguyên con sông La-Hai Triều Nguyễn lúc đầu trung-hưng, đại quân đánh Qui-Nhơn, Đông-cung Cảnh đem bộ-binh từ đồn bảo quân địch ở Hà-Nha đi qua núi này, các quan tùy tùng có vịnh câu thơ «Lãnh thọ lung giai khí."
q10_11_page_29-0007,Thời kinh Đế-tử xa». (Cây núi bao khí tốt.
q10_11_page_29-0008,"Xe Đông-Cung đi qua), tức là qua núi này vậy."
q10_11_page_29-0009,NÚI XUÂN-ĐÀI
q10_11_page_29-0010,"Ở phía nam huyện, từ Thạch-Lãnh chạy xuống núi gò liên tiếp, dân cư xen lộn."
q10_11_page_29-0011,"Dưới núi có khe, trên khe sinh sản cây xoài, thường hái quả đem cống hiến."
q10_11_page_29-0012,"Phía nam núi, trước kia có đồn binh trấn thủ, là chỗ đường trạm đi ngang qua."
q10_11_page_29-0013,"Đời vua Duệ-Tôn, năm Ất-vị (1775), Tống-Phước-Hiệp đi đánh Qui-Nhơn có đóng binh ở đấy."
q10_11_page_29-0014,"Gần đấy có núi Tầm-Hỷ, phía đông-nam nút ra 1 núi gọi là Hương-Phong."
q10_11_page_29-0015,NÚI PHÚ-KHÊ
q10_11_page_29-0016,"Ở phía bắc huyện, có trạm Phú-Khê ở đấy."
q10_11_page_29_30-0001,"Phía tây núi (1) Giao dịch trường: chỗ để người mình và người mọi mua bán đổi chác cùng nhau, ấy độ vài mươi dặm, có núi Thạch-Hãn, 2 bên đá núi đứng đối nhau, nên gọi tên ấy."
q10_11_page_30-0001,NÚI ÔN-TRÌ
q10_11_page_30-0002,"Ở phía tây phủ Tuy-An (các núi sau đây cũng đều ở địa hạt phủ này), thuộc xã Phú-Thành tiếp giáp núi nguồn Hà-Duy."
q10_11_page_30-0003,"Phía đông có phiến đá lớn, trong phiến đá có lỗ nước nóng chảy tràn ra, gọi là tửu-lò (lò rượu)."
q10_11_page_30-0004,"Ở bên có ao, vuông độ vài mẫu, gọi là «lò dầu», nắng lâu cũng không cạn."
q10_11_page_30-0005,"Lại có ngôi cổ-miếu, những năm đại-hạn, dân đến cầu mưa thấy ứng nghiệm ngay."
q10_11_page_30-0006,NÚI LƯƠNG-SƠN
