id,sentence
q13_page_10-0001,"(Xét 2 huyện này vốn là đất của nước Vạn-Tượng, vì bị nước Tiêm-La đánh mới xin nội phụ vào nước ta, nên mới đặt làm huyện, và đặt Thổ-quan cai trị, nhưng rồi lại bị quân Mán Lào đến Xâm lược, thổ-dân ở đấy phải tản sang ngụ ở huyện Hương-Sơn, rồi đem hai huyện này đổi cho thuộc vào phủ Đức-Thọ)."
q13_page_10-0002,"Năm đầu Thiệu-Trị (1841), lại đổi tên phủ Hà-Hoa gọi là phủ Hà-Thanh, Huyện Hoa-Xuyên gọi là Cẩm-Xuyên, huyện Kỳ-Hoa gọi là Kỳ-Anh, và lại đem 3 phủ Trấn-Định, Trấn-Tĩnh, Trấn-Biên cùng thuộc vào đây."
q13_page_10-0003,Năm Tự-Đức thứ 6 (1853) lại đổi làm Đạo gồm cả phủ Đức-Thọ và 3 Thổ-phủ vào tỉnh Nghệ-An.
q13_page_10-0004,"Thăng phủ Hà-Thanh làm đạo Hà-Tĩnh, đặt 1 Quản-đạo, giấy tờ sổ sách việc quan đều đứng tên là tỉnh Nghệ-An."
q13_page_10-0005,"Năm Tự-Đức thứ 16 (1863), đặt thêm chức Phó quản-đạo."
q13_page_10-0006,"Đến năm Tự-Đức thứ 21 (1868), lại trích đất huyện Hương-Sơn thuộc phủ Đức-Thọ ra, đặt thêm huyện Hương-Khê, và đặt chức Tri huyện cho thuộc vào phủ Đức-Thọ."
q13_page_10-0007,"Năm Tự-Đức 29 (1876), lại đặt làm Tỉnh, trích phủ Đức-Thọ ra cho thuộc về tỉnh, và đặt chức Tri-phủ ở phủ Hà-Thanh, lại đặt chức Tuần-phủ, chức Án-sát như trước."
q13_page_10-0008,"Sau lại bớt chức Tuần-phủ, đặt chức Bố-chính."
q13_page_10-0009,"Niên hiệu Đồng-Khánh, năm Ất-Dậu (1885) đặt 1 Tuần-phủ 1 Bố-chính, 1 Án-sát, thống hạt như cũ, lĩnh 2 phủ 8 huyện."
q13_page_10-0010,PHỦ HÀ-THANH.
q13_page_10-0011,Phủ này phía nam cách tỉnh 82 dặm.
q13_page_10-0012,"Đông-tây cách nhau 57 dặm, nam-bắc cách nhau 220 dặm."
q13_page_10-0013,"Phía đông đến bể 17 dặm; tây đến huyện Hương-Khê 40 dặm; nam đến địa giới huyện Bình-Chánh thuộc tỉnh Quảng-Bình 48 dặm, bắc đến địa giới huyện Can-Lộc 172 dặm."
q13_page_10-0014,"Hồi mới thuộc nhà Đường, thì là châu Minh và châu Ửng, sau tháp nhập vào huyện Việt-Thường; hồi thuộc nhà Minh thì là châu Nam-Tinh."
q13_page_10-0015,"Đến đời nhà Lê là phủ Hà-Hoa, rồi triều Nguyễn cũng nhân đó cho kiêm lý huyện Kỳ-Anh và thống hạt huyện Thạch-Hà, Năm Minh-Mạng thứ 18 (1837), trích huyện Kỳ-Anh đặt thêm ra huyện Hoa-Xuyên cũng thuộc phủ thống hạt, năm đầu Thiệu-Trị (1841) đổi tên là phủ Hà-Thanh như ngày nay."
q13_page_10-0016,Năm Tự-Đức thứ 6 (1853) thăng llàm đạo do đạo kiêm lý.
q13_page_10-0017,"Đến năm Tự-Đức thứ 29 (1876) lại phân hạt ra, và lại đặt chức Tri-phủ, kiêm lý huyện Kỳ-Anh, thống hạt huyện Thạch-Hà, huyện Cẩm-Xuyên, lĩnh 3 huyện."
q13_page_11-0001,HUYỆN KỲ-ANH.
q13_page_11-0002,"Đông-tây cách nhau 57 dặm, nam-bắc cách nhau 81 dặm."
q13_page_11-0003,Phía đông đến bể 17 dặm; tây đến địa-giới huyện Hương-Khê 40 dặm; nam đến quan-ải tỉnh Quảng-Bình 49 dặm; bắc đến địa-giới huyện Cẩm-Xuyên 32 dặm.
q13_page_11-0004,"Về đời nhà Trần là huyện Hà-Hoa (Năm Long-Khánh thứ 3 đời Trần (1375) đào cảng đến cửa bể Hà-Hoa, nên đặt huyện Hà-Hoa từ đấy)."
q13_page_11-0005,Hồi thuộc nhà Minh vẫn để nguyên cũ.
q13_page_11-0006,Đến đời nhà Lê thì gồm cả huyện Kỳ-La vào làm huyện Kỳ-Hoa-Triều Nguyễn cũng vẫn để thế.
q13_page_11-0007,"Năm Minh-Mạng 17 (1836) mới trích ra 4 tổng: Lạc-Xuyên, Vân-Tản, Thổ-Ngoã, Mỹ-Duệ mà đặt ra huyện Cẩm-Xuyên."
q13_page_11-0008,"Năm đầu Thiệu-Trị (1841) mới đổi là huyện Kỳ-Anh, do phủ kiêm lý."
q13_page_11-0009,"Đến năm Tự-Đức thứ 6 (1853), đặt chức Tri huyện, do Đạo thống hạt."
q13_page_11-0010,Năm Tự-Đức thứ 29 (1876) lại bỏ chức Tri huyện đề phủ kiêm lý.
q13_page_11-0011,"Lĩnh 4 tổng, có 105 xã, thôn, phường."
q13_page_11-0012,HUYỆN CẨM-XUYÊN.
q13_page_11-0013,Phía bắc cách phủ 69 dặm.
q13_page_11-0014,Từ đông sang tây 68 dặm từ nam đến bắc 44 dặm.
q13_page_11-0015,Phía đông đến bể 13 dặm; tây đến NÚI CHỦ-TRƯƠNG giáp giới huyện Hương-Khê 55 dặm; nam đến sông Lạc-Giang giáp giới huyện Kỳ-Anh 27 dặm; bắc đến địa-giới huyện Thạch-Hà 17 dặm.
q13_page_11-0016,"Thuở xưa nguyên là đất huyện Hà-Hoa, hồi thuộc nhà Minh là 9 HUYỆN Kỳ-La, đầu đời nhà Lê mới gồm cả vào huyện Kỳ-Hoa, Triều Nguyễn, năm Minh-Mạng 17 (1836) mới trích ra cho thuộc vào phủ hạt."
q13_page_11-0017,Đến đời Thiệu-Trị đổi là huyện Cẩm-Xuyên.
q13_page_11-0018,"Năm Tự-Đức thứ 4, lại bỏ chức Tri huyện đề phủ kiêm lý."
q13_page_11-0019,Năm Tự-Đức thứ 6 (1853) lại thuộc đạo kiêm lý.
q13_page_11-0020,Đến năm Tự-Đức 29 (1876) lại đề do phủ kiêm lý.
q13_page_11-0021,"Đời Đồng-Khánh năm Ất-Dậu (1885) lại đặt chức Tri huyện, thuộc phủ quản hạt, lĩnh 4 tổng, cộng 90 xã, thôn phường."
q13_page_12-0001,HUYỆN THẠCH-HÀ.
q13_page_12-0002,Phía nam cách tỉnh 1 dặm.
q13_page_12-0003,Từ đông sang tây 55 dặm; từ nam đến bắc 37 dặm.
q13_page_12-0004,Phía đông đến bể 18 dặm; tây đến địa giới huyện Hương-Khê 37 dặm; nam đến địa-giới huyện Cẩm-Xuyên 5 dặm; bắc đến địa-giới huyện Can-Lộc 32 dặm.
q13_page_12-0005,Đời Tiền-Lê gọi là châu Thạch-Hà.
q13_page_12-0006,Triều Lý đổi là huyện.
q13_page_12-0007,Đến đời nhà Trần gọi là châu Nhật-Nam.
q13_page_12-0008,"Hồi thuộc nhà Minh gọi là huyện Bàn-Thạch và huyện Hà-Hoàng (thuộc châu Nam-Tinh), sau lại gồm cả huyện Hà-Hoàng vào châu này."
q13_page_12-0009,"Đến đời nhà Lê lại gọi là huyện Thạch-Hà, triều Nguyễn cũng nhận đề thể mà cho thống hạt vào phủ Hà-Thanh."
q13_page_12-0010,"Năm Tự-Đức thứ 6 (1853) bỏ chức Tri huyện, để cho đạo kiêm lý, Đến năm Tự-Đức 29 (1876) lại đặt chức Tri huyện do phủ quản hạt."
q13_page_12-0011,"Huyện này có 7 tổng, cộng 65 xã, thôn, trang."
q13_page_12-0012,PHỦ ĐỨC-THỌ.
q13_page_12-0013,Phía tây-bắc cách tỉnh 70 dặm.
q13_page_12-0014,Từ đông sang tây 163 dặm; từ nam đến bắc 50 dặm.
q13_page_12-0015,Phía đông đến bể 63 dặm; tây đến núi Khai-Trường 100 dặm; nam đến địa-giới huyện Thạch-Hà 39 dặm; bắc đến địa-giới huyện Thanh-Chương 11 dặm.
q13_page_12-0016,"Hồi thuộc Ngô là đất quận Cửu-Đức; thuộc Lương là châu Nam-Đức, thuộc đường là đất quận Nhật-Nam quận Đường-Lâm."
q13_page_12-0017,Đến nhà Lê đổi là phủ Đức-Quang.
q13_page_12-0018,"Nhà Nguyễn-buổi đầu niên hiệu Gia-Long vẫn đề tên ấy kiêm lý huyện La-Sơn và thống hạt 5 huyện: Hương-Sơn, Nghi-Xuân, Can-Lộc, Thanh-Chương, Chân-Lộc."
q13_page_12-0019,Năm Minh-Mạng thứ 3 (1822) đổi tên mới như ngày nay.
q13_page_12-0020,"Đến năm Minh-Mạng thứ 7 (1826) lại đem huyện Thanh-Chương, huyện Chân-Lộc cho thuộc vào phủ Anh-Sơn."
q13_page_12-0021,Năm Minh-Mạng 21 (1840) lại đem 2 Thổ-huyện ở phủ Trấn-Định là huyện Cam-Môn và huyện Cam-Cát cho thuộc vào phủ Đức-Thọ.
q13_page_12-0022,"Năm Tự-Đức thứ 21 (1868), lại chia huyện Hương-Sơn ra, đặt thêm huyện Hương-Khê."
q13_page_12-0023,"Năm Tự-Đức 29 (1876), phân hạt cho lệ thuộc vào kiêm lý huyện La-Sơn ngày nay, thống hạt các huyện: Hương-Sơn, Hương-Khê, Nghi-Xuân, Can-Lộc và lĩnh 5 huyện."
q13_page_13-0001,HUYỆN LA-SƠN
q13_page_13-0002,"Đông-tây-cách nhau 19 dặm, nam-bắc cách nhau 22 dặm."
q13_page_13-0003,Phía đông đến địa giới huyện Nghi-Xuân 17 dặm.
q13_page_13-0004,Phía tây đến địa giới huyện Hương-Sơn 2 dặm; nam đến địa giới huyện Can-Lộc 11 dặm; bắc đến địa giới huyện Thanh-Chương 11 dặm.
q13_page_13-0005,"Hồi thuộc nhà Minh gọi là Chi-La, đời nhà Lê gọi là La-Giang, sau mới đổi là La-Sơn ngày nay."
q13_page_13-0006,Đến triều Nguyễn cũng theo tên cũ để thuộc phủ Kiêm lý.
q13_page_13-0007,Huyện này có 5 tổng.
q13_page_13-0008,"Cộng 52 xã, thôn, phường."
q13_page_13-0009,HUYỆN CAN-LỘC
q13_page_13-0010,Phía đông-nam cách phủ 20 dặm.
q13_page_13-0011,"Từ đông sang tây 34 dặm, từ nam đến bắc 15 dặm."
q13_page_13-0012,Phía đông đến bể 27 dặm; tây đến địa giới huyện La-Sơn 9 dặm; nam đến địa giới huyện Thạch-Hà 1 dặm; bắc đến địa giới huyện Nghi-Xuân 14 dặm.
q13_page_13-0013,"Đời xưa gọi là huyện Hà-Hoàng, thuộc Minh gọi là huyện Phi-Lộc."
q13_page_13-0014,"Năm Quang-Thuận nhà Lê (Lê-Thánh-Tôn, 1460-1469) mới đổi là huyện Can-Lộc ngày nay."
q13_page_13-0015,"Triều Nguyễn vẫn theo tên này, thuộc phủ thống-hạt."
q13_page_13-0016,"Hiện lĩnh 7 tổng, gồm 101 xã, thôn, phường."
q13_page_13-0017,HUYỆN NGHI-XUÂN
q13_page_13-0018,Cách phủ 46 dặm về phía đông.
q13_page_13-0019,Đông sang tây cách 25 dặm nam sang bắc cách nhau 15 dặm.
q13_page_13-0020,Phía đông đến bể 7 dặm; tây đến địa-giới huyện La-Sơn 18 dặm; nam đến địa giới huyện Can-Lộc 14 dặm; bắc đến địa-giới huyện Nghi-Lộc 1 dặm.
q13_page_13-0021,"Đời xưa là đất huyện Hoài-Hoan, thuộc Minh gọi là huyện Nha-Nghi."
q13_page_13-0022,"Xét hồi thuộc nhà Minh, năm Vĩnh-Lạc thứ 15, có đặt Ty Tuần-kiềm ở cửa bể Đan-Thai thuộc huyện Nha-Nghi."
q13_page_13-0023,Đan-Thai tức là tấn cửa Hội ngày nay.
q13_page_13-0024,"Lại xét huyện Nghi-Xuân hồi xưa hợp với huyện Chân-Lộc là một, gọi là huyện Nghi-Chân, đến đời nhà Lê mới trích ra đặt là huyện Nghi-Xuân như ngày nay."
q13_page_13-0025,Triều Nguyễn cũng đề như trước.
q13_page_13-0026,"Huyện này có 5 tổng, cộng 40 xã, thôn, phường."
q13_page_14-0001,HUYỆN HƯƠNG-SƠN
q13_page_14-0002,Cách phủ 4 dặm về phía tây.
q13_page_14-0003,Đông sang tây cách nhau 98 dặm; nam sang bắc cách nhau 47 dặm.
q13_page_14-0004,Phía đông đến địa-giới huyện La-Sơn 1 dặm; tây đến núi Khai-Trường 97 dặm; nam đến địa-giới huyện Thạch-Hà 29 dặm; bắc đến giới huyện Thanh-Chương 18 dặm.
q13_page_14-0005,"Thuộc Đường là châu Lộc-Phúc, nhà Lý gọi là Đồ-Gia-Hương."
q13_page_14-0006,Hồi thuộc Minh là đất huyện Cổ-Đồ và huyện Thổ-Hoàng-Đến đời nhà Lê gọi là Đồ-Gia.
q13_page_14-0007,Năm Quang-Thuận (niên hiệu vua Lê-Thánh-Tôn 1460-1469) đổi là huyện Hương-Sơn như ngày nay.
q13_page_14-0008,Triều Nguyễn cũng đề như cũ.
q13_page_14-0009,"Năm Minh-Mạng 20 (1839) mới đổi tấn Quy-Hợp thuộc phủ Trần-Định làm tổng Quy-Hợp, để thuộc vào huyện này."
q13_page_14-0010,"Năm Tự-Đức 21 (1868) lại trích lấy các tổng Quy-Hợp, Châu-Lê, Phương-Điền, Phúc-Lộc, Hương-Khê, đặt ra huyện Hương-Khê."
q13_page_14-0011,"Huyện Hương-Sơn này có 7 tổng, cộng 50 xã, thôn, phường."
q13_page_14-0012,HUYỆN HƯƠNG-KHÊ
q13_page_14-0013,"Cách phủ 60 dặm. Từ đông sang tây 250 dặm, từ nam đến bắc 120 dặm."
q13_page_14-0014,Phía đông đến địa-giới huyện Thạch-Hà 50 dặm; tây giáp Mán Mèo 200 dặm; nam giáp địa-giới tỉnh Quảng-Bình 80 dặm; bắc giáp địa-giới huyện Hương-Sơn 40 dặm.
q13_page_14-0015,Hồi thuộc Minh gọi là huyện Thổ-Hoàng sau cho hợp vào huyện Hương-Sơn.
q13_page_14-0016,Đến năm Tự-Đức 21 (1868) trích ra cho thuộc vào phủ thống-hạt.
q13_page_14-0017,"Huyện này có 5 tổng, cộng 39 xã, thôn phường."
q13_page_15-0001,"HÌNH THẾ Phía tây thông sang Ai-Lao, phía đông ra đến bể, sông Lam-Giang chắn ngang phía bắc, núi Hoành-Sơn cao ngất phía Nam, những danh-sơn như các núi Kê-Quan, Hồng-Lĩnh, Bảo-Đài, Nhật-Lệ, Thiên-Cầm, Bàn-Độ, quanh co san sát, cao chọc tận trời."
q13_page_15-0002,"Những sông to thì có các sông La-Giang, Phố-Giang, Minh-Giang, Hoàng-Giang, Hộ-Giang, Trí-Giang uốn dòng quanh quất mà đồ dồn ra bể."
q13_page_15-0003,"Miền thượng-du thì có các đồn Hà-Trai, Hà-Tân, Qui-Hợp ngăn được bọn Mán-Mèo."
q13_page_15-0004,Phòng về mặt bể thì có Tấn Cửa-Hội.
q13_page_15-0005,"Tấn Cửa-Sót, Cửa-Nhượng giữ được giặc cướp."
q13_page_15-0006,"Núi nước cao sâu, phong tục thuần phác, cùng với Nghệ-An đều là danh thắng ở Bắc-Kỳ."
q13_page_15-0007,"(Trước hồi Pháp thuộc, tỉnh Nghệ-An tỉnh Thanh-Hóa còn thuộc về Bắc-Kỳ cả sau mới thuộc về Trung-Kỳ)."
q13_page_15-0008,"Đến như đường sá thông sang nước Xiêm nước Lào, để giới hạn nam-bắc."
q13_page_15-0009,"Thật là một nơi thành vàng ao nóng của nước nhà, mà cũng là nơi then khóa của các triều đại đế vương."
q13_page_16-0001,"KHÍ HẬU Tháng giêng (Ảm lịch) có gió đông, còn có hơi rét, tháng hai mới được ấm áp."
q13_page_16-0002,"Từ tháng 4 trở đi thường nhiều gió nam, duy các tổng thượng-du trong mấy huyện Hương-Sơn và Hương-Khê, thì thường không có gió nam, vì bị các dãy núi chắn mất."
q13_page_16-0003,Nhưng những lúc có gió đến thì chỉ nghe ở trong núi Khai-Trường cứ âm âm như có tiếng hàng vạn cái dùi đập vào trống vậy.
q13_page_16-0004,"Tháng 5 tháng 6 nắng to, thường ít mưa; Tháng 8 tháng 9, nhiều trận gió mưa dữ dội, chợt nổi chợt tạnh, hễ trông lên trời thấy có mây đen, thì mưa gió kéo đến, tục gọi là (gió sâu lúa)."
q13_page_16-0005,"Mùa thu không có sương lại hay mưa lụt, có tháng đến vài ba lần."
q13_page_16-0006,"Mùa đông không có tuyết, nhiều gió tây-bắc, mưa nhiều tạnh ít, khí trời rét dữ."
q13_page_16-0007,"Những dân cư ở gần bề lấy tiếng thủy-triều làm tin: hễ nghe tiếng thủy-triều gần bờ biển, còn mưa lâu, tiếng thủy-triều xa bờ bể, thì trời sắp tạnh."
q13_page_16-0008,"Ruộng cấy có 2 mùa, đôi khi cũng có thứ lúa gặt về tháng ba, cũng có thứ lúa gặt về tháng tám."
q13_page_16-0009,"Nơi nào cũng có thề cày cấy, nhưng thu hoạch không được là bao Đến như rau, quả, nấm, măng thì không tiết nào là không có."
q13_page_16-0010,Đủ biết âm-dương lúc nào cũng đều hòa vậy.
q13_page_17-0001,PHONG TỤC
q13_page_17-0002,"Phong tục tập quán cũng hơi giống như tỉnh Nghệ-An, đại đề học trò thì chăm nghề học, biết trọng lễ giáo; làm ruộng thì chăm cày cấy sốt sắng việc công, vì thế người nhà Minh khen là thuần phác, ham học."
q13_page_17-0003,Nghề công thương thì đều biết siêng năng nghề nghiệp của mình.
q13_page_17-0004,"Đồ dùng không thích xa hoa, gả cưới không kề đến tiền bạc."
q13_page_17-0005,"Việc tang tế nhất nhất theo lễ, chốn đình làng thì quí tước vị, trọng tuổi cao, nhất là đối với văn-khoa lại cũng trọng lâm."
q13_page_17-0006,ĐỀN chùa thì văn-chỉ (thờ thánh-Khồng-Tử) và thần-tử (đền thờ thần) nơi nào cũng có.
q13_page_17-0007,"Riêng chùa thờ Phật, tuy có những chỗ danh-lam nhưng cũng bỏ đó mà ít lễ bái."
q13_page_17-0008,Xem đó đủ biết phong tục thế nào.
q13_page_17-0009,"Đến như các lễ kỳ-đảo về mùa xuân mùa thu, hay các lễ tiết trong một năm, đi lại mừng rỡ nhau, cũng hơi giống như tỉnh Nghệ-An, tỉnh Thanh-Hóa ở Bắc-Kỳ."
q13_page_18-0001,THÀNH TRÌ
q13_page_18-0002,TỈNH-THÀNH
q13_page_18-0003,"Ở làng Trung-Tiết, thuộc huyện Thạch-Hà, Thân thành bốn góc chu-vi 318 trượng, cao 9 thước 4 tấc."
q13_page_18-0004,"Bốn cửa thành ở trên có lầu dưới có cầu, hào sâu 4 thước, rộng 8 thước, một bờ gần thành xây đá."
q13_page_18-0005,"Nguyên thành cũ đáp bằng đất, khoảng năm Minh-Mạng đắp rồi lại bỏ."
q13_page_18-0006,"Đến năm Tự-Đức 29 (1876) lại đáp, nhưng chỉ nhân-thành cũ đắp thêm vào."
q13_page_18-0007,Mãi đến năm Tự-Đức 35 (1882) mới xây gạch.
q13_page_18-0008,THÀNH PHỦ ĐỨC-THỌ
q13_page_18-0009,"Ở làng Yên-Trung. Lũy đất chu-vi dài 114 trượng, không có bờ hảo."
q13_page_18-0010,"Trước ở làng Yên-Hồ, năm Minh-Mạng thứ 7 (1826) mới dời sang làng Yên-Trung."
q13_page_18-0011,THÀNH PHỦ HÀ-THANH
q13_page_18-0012,"Ở địa phận 2 thôn Nhân-Canh và Nhân-lý: chu-vi 267 trượng, cao 7 thước."
q13_page_18-0013,"Cửa thành có đào 2 rãnh, rộng 1 trượng, sâu 4 thước 5 tấc."
q13_page_18-0014,"Mới đắp từ năm Gia-Long triều Nguyễn, đến năm Minh-Mạng thứ 4 (1823) xây đá."
q13_page_18-0015,Năm Tự-Đức thứ 6 (1853) bỏ làm thành huyện.
q13_page_18-0016,Năm Tự-Đức 29 (1876) lại đặt làm thành phủ.
q13_page_18-0017,HUYỆN TRỊ THẠCH-HÀ
q13_page_18-0018,"Ở làng Đại-Nại: xung quanh rào bằng giậu tre, không có bờ hảo ở ngoài, các huyện trị dưới đây cũng thế)."
q13_page_19-0001,HUYỆN TRỊ CẨM-XUYÊN
q13_page_19-0002,"Ở thôn Trường-Ngoại, năm Thành-Thái 14 (1902) dời đến thôn Gia-Hội này"
q13_page_19-0003,HUYỆN TRỊ NGHI-XUÂN
q13_page_19-0004,"Ở làng Uy-Viên; Nguyên trước ở làng Tả-Ao, triều Gia-Long mới dời ra làng Uy-Viên."
q13_page_19-0005,HUYỆN TRỊ HƯƠNG-SƠN
q13_page_19-0006,"Ở làng Xa-Lang: Năm Tự-Đức thứ 2 (1849) dời đến làng Dị-Ốc, sau lại đem về chỗ cũ."
q13_page_19-0007,HUYỆN TRỊ HƯƠNG-KHÊ
q13_page_19-0008,Ở thôn Sơn-Thạch: Đặt từ năm Tự-Đức thứ 21 (1868).
q13_page_19-0009,HUYỆN TRỊ CAN-LỘC
q13_page_19-0010,"Ở làng Thổ-Vượng: Nguyên trước ở làng Minh-Lương, triều Thiệu-Trị dời sang Thôn Cao-Xá."
q13_page_19-0011,"Đến năm Tự-Đức thứ 4 (1851) lại dời sang làng Ngoại-Can-Lộc, năm Thành-Thái 16 (1904) mới dời sang làng Thổ-Vượng này."
q13_page_20-0001,HỌC HIỆU
q13_page_20-0002,TRƯỜNG TỈNH
q13_page_20-0003,"Tại làng Trung-Tiết ở ngay tỉnh-thành: Kiến thiết từ năm Minh-Mạng 13 (1832), sau lại bỏ."
q13_page_20-0004,Đến năm Tự-Đức 29 (1876) mới đặt lại.
q13_page_20-0005,TRƯỜNG PHỦ ĐỨC-THỌ.
q13_page_20-0006,"Tại Làng Yên-Trung, ở ngay phủ ly."
q13_page_20-0007,"Nguyên trước là trường huyện, đến năm Tự-Đức thứ 4 (1851) lại bỏ đi, mà đặt trường phủ."
q13_page_20-0008,TRƯỜNG PHỦ HÀ-THANH.
q13_page_20-0009,"Đặt tại thôn Nhân-Lý ở ngay phủ lý: Dựng từ năm Minh-Mạng thứ 10 (1829), đến năm Tự-Đức thứ 6 (1853) đổi làm trường huyện-học."
q13_page_20-0010,Năm Tự-Đức 29 (1876) lại đặt làm trường phủ.
q13_page_20-0011,TRƯỜNG HUYỆN CẨM-XUYÊN
q13_page_20-0012,Tại thôn Gia-Hội ở ngay huyện lỵ: Niên hiệu Đồng-Khánh năm Ất-Dậu (1885) đặt ở thôn Trường-Ngoại.
q13_page_20-0013,Đến năm Thành-Thái 16 (1904) mới đổi lại thôn Gia-Hội này.
q13_page_21-0001,TRƯỜNG HUYỆN HƯƠNG-SƠN
q13_page_21-0002,Tại làng Xa-Lang ở ngay huyện lỵ.
q13_page_21-0003,"Trước ở làng Dị-Ốc, năm Tự-Đức thứ 2 (1849) dời về làng Xa-Lang này."
q13_page_21-0004,TRƯỜNG HUYỆN HƯƠNG-KHÊ
q13_page_21-0005,Tại thôn Thượng-Thạch ở ngay huyện lỵ.
q13_page_21-0006,Dựng từ năm Tự-Đức 21 (1868).
q13_page_21-0007,TRƯỜNG HUYỆN NGHI-XUÂN.
q13_page_21-0008,"Tại làng Uy-Viên, ở ngay Huyện lỵ: Trước ở làng Tả-Áo, đến năm Minh-Mạng thứ 13 (1832) mới dời về làng Uy-Viên này."
q13_page_21-0009,TRƯỜNG HUYỆN CAN-LỘC.
q13_page_21-0010,"Tại làng Thổ-Vượng ở ngay huyện lỵ: Trước ở thôn Thuần-Thân, sau dời về thôn Cao-Xá."
q13_page_21-0011,"Năm Tự-Đức thứ 4 (1851) dời về làng Ngoại-Can-Lộc, đến năm Thành-Thái 14 (1902), mới dời đến làng Thổ-Phượng này."
q13_page_22-0001,"Hộ Khảu Khoảng niên hiệu Gia-Long và Tự-Đức, những số sách về đinh số, đã biên rõ ở quyền Nghệ-An Tỉnh-Chí (những điền thô ở dưới cũng thế), Đến năm Thành-Thái thứ 10 (1898), số chính nạp trừ hạng Chức-sắc miễn-sai ra, còn 2 hạng miễn-dao và đinh-tráng cộng 36991 người, tiền thuế là: 43812 quan 6 tiền."
q13_page_22-0002,"Năm Thành-Thái 11 (1899) cộng 35412 người, định thuế sưu mới thu bằng bạc là: 75732 đ."
q13_page_22-0003,"Đến năm Thành-Thái 18 (1906), cộng 40447 người, tiền thuế sưu cộng là 86.729$80, và tiền cộng-ích 15678 đ."
q13_page_22-0004,Hợp cộng 102407 đ 80.
q13_page_23-0001,THUẾ RUỘNG
q13_page_23-0002,Năm Thành-Thái thứ 10 (1898) các hạng điền thổ cộng 77964 mẫu 8 thước linh.
