id,sentence
q07_08_page_24-0008,"Bản-triều ban đầu trích Điện-Bàn cải thuộc Quảng-Nam, đời Gia-Long đặt dinh Quảng-Đức trích 3 huyện: Hương-Trà, Quảng-Điền, Phú-Vinh lệ thuộc vào)."
q07_08_page_24-0009,"Ban đầu Thái-Tổ Gia-Dũ Hoàng-Đế đóng đô Thuận-Châu, sau đời đến Hóa-Châu, đất ấy gọi là Cựu-dinh."
q07_08_page_24-0010,"Thế-Tổ Cao-Hoàng-Đế khắc phục cựu-đô trích 2 huyện Hải-Lăng, Đăng-Xương phủ Triệu-Phong, và huyện Minh-Linh phủ Quảng-Bình đặt làm dinh Quảng-Trị, đầu đặt chức Lưu-thủ, 留守, Cai-bộ 該簿 và Ký-lục 記錄."
q07_08_page_24-0011,"Phủ Triệu Phong chỉ thống lãnh 3 huyện: Đăng-Xương, Hải-Lăng, Minh-Linh chuyên thuộc dinh Quảng-Trị."
q07_08_page_24-0012,"Lại đặt đạo Cam-Lộ 甘露 (đời Lê về trước làm nguồn Cam-Lộ), cống-man, thuế-man đều thuộc Quảng-Trị."
q07_08_page_25-0001,Năm Gia-Long thứ 5 (1806) định làm dinh Trực-Lệ 直隸營 lệ thuộc Kinh sư.
q07_08_page_25-0002,Năm Minh-Mạng thứ 4 (1823) ở thượng-du đặt châu Hướng-Hóa thuộc đạo Cam-Lộ.
q07_08_page_25-0003,"Năm thứ 8 cải làm trấn Quảng-Trị bỏ 2 chữ «trực lệ», đặt chức Trấn-thủ 鎮守, Hiệp-trấn 協鎮 và Tham-trấn 參鎮; lại đặt Cửu-Châu ở Cam-Lộ."
q07_08_page_25-0004,"Năm thứ 11 (1830) mới đặt chức Tri-phủ Triệu-Phong kiêm lý huyện Minh-Linh, thống hạt 2 huyện Đăng-Xương, Hải-Lăng."
q07_08_page_25-0005,"Năm 12 phân hạt gọi tỉnh Quảng-Trị, đặt 2 ty Bố-chánh, Án-sát, đặt chức Tuần-vũ lãnh Bố-chánh (đầu đặt Bình-Trị tổng-đốc, thì Tuần-vũ Quảng-Trị lệ thuộc, sau cải làm Trị-Bình Tuần-vũ, Quảng-Bình đặt chức Bố-chánh thì lại lệ thuộc Tuần-vũ Trị-Bình), cải đạo Cam-Lộ làm phủ Cam-Lộ, đặt chức Tri-phủ kiêm lý châu Hướng-Hóa mà thống hạt cả Cửu-Châu."
q07_08_page_25-0006,"Năm thứ 15 lại đổi tên là Bắc-Trực (thông xưng cả Quảng-Trị, Quảng-Bình) cải châu Hướng-Hóa làm huyện Hướng-Hóa."
q07_08_page_25-0007,"Năm 17 (1836) đặt thêm một huyện Địa-Linh 地靈; phủ Triệu-Phong cải kiêm-lý huyện Đăng-Xương 登昌縣, thống hạt 3 huyện: Minh-Linh, Địa-Linh, Hải-Lăng."
q07_08_page_25-0008,Năm Tự-Đức thứ 3 (1850) cải huyện Hướng-Hóa 向化縣 làm huyện Thành-Hóa 成化.
q07_08_page_25-0009,"Năm thứ 6 (1853) tính hiệp Quảng-Trị vào Thừa-Thiên, bỏ tỉnh đặt làm đạo, cải đặt một chức Quản-đạo, văn thơ sách tịch đều biên trùm là Thừa-Thiên-phủ, bỏ phủ Triệu-Phong và phủ Cam-Lộ, còn huyện Hải-Lăng huyện Đăng-Xương do đạo kiêm lý; huyện Minh-Linh, Địa-Linh và Thành-Hóa Cửu-Châu Cam-Lộ đều thống về đạo mà lệ thuộc phủ Thừa-Thiên."
q07_08_page_25-0010,"Năm thứ 29 (1936) đổi đạo lại đặt làm tỉnh, đặt Trị-Bình Tuần-vũ (kiêm ấn triện Bố-chánh) và Án-sát-sứ, lại đặt 2 phủ Triệu-Phong và Cam-Lộ, đều kiêm lý huyện Đăng-Xương huyện Thành-Hóa."
q07_08_page_25-0011,"Năm Duy-Tân thứ 2 (1908) lại đặt huyện Hướng-Hóa; lãnh 2 phủ, 6 huyện, 9 châu Ky-my (niên hiệu Thành-Thái, thuế lệ ở Cửu-Châu do Sứ-tòa ở Lào thâu biện)."
q07_08_page_25-0012,PHỦ TRIỆU-PHONG 肇豊府
q07_08_page_25-0013,"Ở phía đông bắc tỉnh 1 dặm rưởi, phía đông đến biển, lại giáp giới huyện Phong-Điền, phía tây đến địa-giới phủ Cam-Lộ phía nam đến địa giới sách Ba-Hy 巴熙册 huyện Phong-Điền, phía bắc đến địa giới huyện Lệ-Thủy tỉnh Quảng-Bình, đông tây cách 50 dặm, nam bắc cách 127 dặm."
q07_08_page_26-0001,"Nguyên xưa là đất huyện Tỷ-Cảnh quận Nhật-Nam: Thuộc đời Hán, Chiêm-Thành lấy làm Ô-Châu. Đời Trần đặt làm Thuận-Châu. Đời Minh-thuộc lệ nhập phủ Thuận-Hóa. Đời Lê niên-hiệu Quang Thuận thứ 10 (1469) đặt Thuận-Hóa Thừa-tuyên tam-ty, lãnh phủ Triệu-Phong (có tên phủ Triệu-Phong là đầu từ đây)."
q07_08_page_26-0002,"Lệ thuộc phủ Triệu-Phong có 6 huyện: Võ-Xương 武昌, Hải-Lăng 海陵, Kim-Trà 金茶, Đơn-Điền 丹田, Tu-Vinh 思榮, Điện-Bàn 奠盤."
q07_08_page_26-0003,"Khi đầu Bản-triều đổi Kim-Trà làm Hương-Trà 香茶, Đơn-Điền làm Quảng Điền 廣田, Tu-Vinh làm Phú-Vinh 富榮."
q07_08_page_26-0004,"Lại cải Điện-Bàn làm phủ, trích thuộc về Quảng-Nam. Đầu hiệu Gia-Long trích 3 huyện Hương-Trà, Phú-Vinh, Quảng-Điền đặt làm dinh Quảng-Đức, còn 2 huyện Hải-Lăng và Đăng-Xương cùng huyện Minh-Linh phủ Quảng-Bình trích đặt làm dinh Quảng-Trị."
q07_08_page_26-0005,"Phủ Triệu-Phong chỉ lãnh 3 huyện (Hải-Lăng, Đăng-Xương, Minh-Linh) chuyên thuộc về dinh Quảng-Trị."
q07_08_page_26-0006,"Năm Minh-Mạng thứ 11 (1830) mới đặt chức Tri-phủ kiêm lý huyện Minh-Linh, thống hạt 2 huyện Đăng-Xương, Hải-Lăng năm 17 (1836) đặt thêm huyện Địa-Linh, cải phủ nha kiêm lý huyện Đăng-Xương còn 3 huyện Minh-Linh, Địa-Linh, Hải-Lăng do phủ thống hạt."
q07_08_page_26-0007,"Năm Tự-Đức thứ 6 (1853) bớt huyện Đăng-Xương nguyên thuộc phủ, do đạo kiêm lý."
q07_08_page_26-0008,"Năm 29 (1876) đem đạo lại làm tỉnh lại đặt phủ-nha lãnh coi 4 huyện. huyện THUẬN XƯƠNG 順昌 Phía đông đến huyện-giới Hải-Lăng, phía tây đến giới hạn huyện Do-Linh và huyện Thành-Hóa, phía nam đến huyện giới Thành-Hóa, phía bắc đến biển."
q07_08_page_26-0009,"Huyện hạt này vốn đất Ô-Châu của Chiêm-Thành, Đời Trần thuộc Thuận-Châu. Đời Minh-thuộc lệ phủ Thuận-Hóa. Đầu đời Lê làm huyện Võ-Xương 武昌縣, thuộc phủ Triệu-Phong."
q07_08_page_26-0010,Khi đầu Bản triều cải làm huyện Đăng-Xương 登昌縣.
q07_08_page_26-0011,Năm Minh-Mạng 11 (1830) đặt phủ nha Triệu-Phong thì huyện này thuộc phủ thống hạt.
q07_08_page_26_27-0001,Năm thứ 17 (1836) đổi lại làm phủ kiêm lý.
q07_08_page_27-0001,"Nguyên lãnh 5 tổng, 133 xã thôn."
q07_08_page_27-0002,Năm Tự-Đức thứ 5 (1852) chia 4 thôn phường của huyện hạt này lệ nhập huyện Thành-Hóa.
q07_08_page_27-0003,"Năm thứ 6 (1853) đem huyện qui về đạo kiêm lý, có 5 tổng, 129 xã thôn."
q07_08_page_27-0004,"Năm thứ 29 (1876) Triệu-Phong lại đặt Tri-phủ thì huyện này do phủ kiêm lý, năm Kiến-Phúc nguyên niên (1884) vì tỵ húy nên đổi tên hiện kim là Thuận-Xương. huyện HẢI LĂNG 海陵縣 Ở phía đông nam phủ Triệu-Phong, đông đến tây cách 38 dặm nam đến bắc cách 70 dặm, phía đông đến huyện giới Phong-Điền 24 dặm, phía tây đến địa giới phủ Triệu-Phong và phủ Cam-Lộ 14 dặm, phía nam đến sơn-động 47 dặm, phía bắc đến biển 23 dặm."
q07_08_page_27-0005,"Thuộc đời Hán là đất huyện Tỷ-Cảnh, Chiêm-Thành làm đất Ô-Châu. Đời Trần thuộc Thuận-Châu, đầu đời Lê đặt tên Hải-Lăng lệ thuộc phủ Triệu-Phong, lãnh 4 tổng, 68 xã thôn."
q07_08_page_27-0006,Năm Tự-Đức thứ 5 (1852) chia 3 thôn phường trong huyện hạt này cải thuộc về phủ Cam-Lộ.
q07_08_page_27-0007,"Thuộc hạt có 4 tổng, 65 xã phường."
q07_08_page_27-0008,Năm thứ 6 giảm huyện viên do đạo kiêm lý.
q07_08_page_27-0009,"Năm 29 (1876) đặt lại huyện-nha thuộc phủ thống hạt. huyện VĨNH-LINH 永靈縣 Ở phía bắc phủ 55 dặm, đông tây cách nhau 36 dặm, nam bắc cách nhau 29 dặm, phía đông đến biển, phía tây đến địa giới phủ Cam-Lộ, phía nam đến huyện giới Do-Linh, phía bắc đến huyện giới Lệ-Thủy, Quảng-Bình. Đời nhà Hán là đất quận Nhật-Nam."
q07_08_page_27-0010,Chiêm-Thành làm châu Ma-Linh.
q07_08_page_27-0011,Triều Lý đổi làm châu Minh-Linh. Đời Minh-thuộc đổi làm châu Nam-Linh. Đời Lê đổi lại làm huyện Minh-Linh thuộc phủ Tân Binh 新平府.
q07_08_page_27-0012,"Bản-triều khi đầu cũng nhân theo đó. Đầu niên-hiệu Gia-Long chia đặt dinh hạt trích thuộc phủ Quảng-Trị, nhưng đề đứng đầu là phủ Quảng-Bình, đặt tả hữu Tri-huyện, năm Minh-Mạng thứ 3 (1822) cải thuộc phủ Triệu-Phong."
q07_08_page_27-0013,"Năm thứ 8 (1827) cải Tả-hữu Tri-huyện và Huyện-thừa, năm 11 (1830) đem phủ-nha kiêm lý, giảm chức Tri-huyện và Huyện-thừa."
q07_08_page_27-0014,"Năm thứ 17 (1836) cải phủ-nha kiêm lý huyện Thuận-Xương, còn Minh-Linh lại đặt Tri-huyện lãnh coi 5 tổng, 142 xã thôn."
q07_08_page_27-0015,Năm ấy chia 3 tổng trong huyện hạt này cải thuộc huyện Địa-Linh tân thiết.
q07_08_page_27-0016,"Lại đặt thêm 2 tổng nữa hiệp với 2 tổng cũ thuộc huyện Minh-Linh, khi ấy lãnh 4 tổng, 77 xã thôn."
q07_08_page_27-0017,Năm Ất dậu hiệu Hàm Nghi (1885) tránh chữ «Minh 明» đổi làm chữ «Chiêu 昭» (Minh-Linh đổi làm Chiêu-Linh).
q07_08_page_27-0018,"Năm Thành-Thái thứ nhất tránh chữ «Chiêu» đổi lại tên hiện nay (Vĩnh Linh), năm thứ 13 (1901) trích 8 xã phường của huyện Lệ-Thủy, Quảng-Bình, cải thuộc huyện hạt, cộng 85 xã."
q07_08_page_28-0001,"huyện DO-LINH 由靈縣 Ở phía bắc phủ Triệu-Phong 25 dặm, đông tây cách nhau 37 dặm, nam bắc cách nhau 33 dặm, phía đông đến biển, phía tây đến địa giới phủ Cam-Lộ, phía nam đến huyện giới Thuận-Xương, phía bắc đến huyện giới Vĩnh-Linh."
q07_08_page_28-0002,"Nguyên trước là đất 2 huyện Thuận-Xương và Vĩnh-Linh, năm Minh-Mạng 17 (1836) chia đặt (đã nói rõ về huyện Vĩnh Linh) thuộc phủ Triệu-Phong thống hạt, lãnh 4 tổng, 112 xã thôn."
q07_08_page_28-0003,"Năm Tự-Đức thứ 5 (1852) trích chia 22 xã thôn trong huyện hạt này cải thuộc về huyện Thành-Hóa, thuộc hạt có 4 tổng, 90 xã thôn, năm thứ 6 (1853) giảm viên huyện, do huyện Vinh-Linh kiêm nhiếp."
q07_08_page_28-0004,Năm Đồng-Khánh nguyên-niên lại đặt làm huyện Do-Linh (cựu danh là Địa-Lý).
q07_08_page_28-0005,PHỦ CAM-LỘ 甘露府
q07_08_page_28-0006,"Ở phía tây nam tỉnh thành 30 dặm, đông tây cách nhau 138 dặm, nam bắc cách nhau 229 dặm, phía đông đến địa giới 2 huyện Hải-Lăng và Thuận-Xương 20 dặm, phía tây đến địa giới châu Na-Bí 那貴州 11 dặm, phía nam đến địa giới châu Thượng-Kế 上薊州 210 dặm, phía bắc đến huyện giới Do-Linh 19 dặm."
q07_08_page_28-0007,"Nguyên xưa là đất Ai Lao, từ đời Lê về trước làm nguồn Cam-Lộ, có 2 châu Sa-Bồn 沙盆 và Thuận-Bình 順平."
q07_08_page_28-0008,"Châu Sa-Bồn có 11 trang, 60 sách, châu Thuận-Bình có 19 sách, 10 động."
q07_08_page_28-0009,Trong niên hiệu Hồng-Đức (1470-1497) lệ có thổ cống (cống thổ sản).
q07_08_page_28-0010,Châu Thuận Bình sau đổi làm Tuy-Bình.
q07_08_page_28-0011,"Khi đầu bản-triều nhân theo đó cũng làm cống-man, bộ lạc chỗ làm châu, hoặc chỗ làm tổng, châu thì có man-sách, tổng thì có nguyên-sách. Đầu niên hiệu Gia-Long làm đạo Cam-Lộ, đặt một quản đạo, một Hiệp-thủ đề quản lý."
q07_08_page_28-0012,"Thuộc đạo có đặt 1 Cai-họp, 1 Thủ-họp và 12 Lịnh sử."
q07_08_page_28-0013,"Người thừa biện việc châu gọi là Châu-quan, người thừa biện việc tổng gọi là tổng-quan."
q07_08_page_29-0001,Những Cống-man 貢變 nay có danh hiệu khảo cứu: một Châu Sa-Bồn có 2 mường: Na-Bí 那賁 đạo Mường-Vang Thượng-Kế 上前; Châu Tịnh-An có 3 mường: Tá-Bang 佐邦 Xương-Thạnh 昌盛 Tầm-Bồn 尋淦.
q07_08_page_29-0002,"Và 8 sách: Ba-Lan 巴欄 Làng-Thời 廊辰, Làng-Tổng 廊總, Làng-Liên 廊連 Làng-Tán 廊散, La-Miệt 羅蔑, A-Nhi 阿兒."
q07_08_page_29-0003,"Bốn nguồn: Viên-Kiệu 員嶠, Tầm-Linh 尋靈, Ô-Giang 烏江, Cô-Lâm 古林."
q07_08_page_29-0004,"Sáu tộc: Làng Hạ 廊下, Tầm-La 弄雞, Làng Khống 廨控, Kỳ-Tháp 奇搭, Hương Bạn 香伴, Làng-Lục 廊錄."
q07_08_page_29-0005,"Phàm cống-man (1) thì xưng là Mường Châu 州, Thuế-man (2) thì xưng là Bạn-châu 伴州."
q07_08_page_29-0006,"Năm Minh-Mạng thứ 3 (1822) lấy đất 4 sách Viên Kiệm, Tầm-Linh, Làng-Tổng."
q07_08_page_29-0007,"Làng-Liên đặt làm châu Hướng-Hóa 向化州, đặt 1 Tri-châu dùng lưu quan (3) làm việc, thuộc đạo Cam-Lộ."
q07_08_page_29-0008,"Năm thứ 8 (1827) Sa trưởng 偻長 các sách đem dâng sổ sách đình điền xin liệt vào châu huyện, bèn lấy một đạo Mường-Vang, 7 sách; Na-Bồn, Thượng-Kế Tá-Bang, Xương-Thạnh, Tầm-Bồn, Ba-Lan, Mường-Bồng và 1 sách Làng Thời. phàm 9 cống-man cải làm Cửu-Châu (chín châu)."
q07_08_page_29-0009,"Còn 4 nguồn 5 sách 6 tộc thuế-man cải làm 15 tổng, thuộc châu Hướng-Hóa ở phía bắc, những đầu-mục tổng-trưởng đều bổ thọ chức Cai-tổng 該總."
q07_08_page_29-0010,"Sau lại hiệp làm 9 tổng, cống, thuế đều nạp ở đạo Cam-Lộ."
q07_08_page_29-0011,"Năm thứ 12 (1831) đổi đạo làm phủ Cam-Lộ, đặt 1 Tri-phủ kiêm lý châu Hướng-Hóa thống hạt 9 châu."
q07_08_page_29-0012,Năm thứ 15 (1834) cải châu Hướng-Hóa làm huyện Hướng-Hóa.
q07_08_page_29-0013,"Năm Tự-Đức thứ 3 (1850) lại cải làm huyện Thành-Hóa, năm thứ 5 (1852) trích 32 xã thôn trong địa hạt 3 huyện: Thuận-Xương, Do-Linh và Hải-Lăng đặt làm tổng Cam-Đường 州 (sau đổi làm Cam-Võ 甘雨), thuộc về phủ Dịch giả chú: (1) Cống-Man là mọi nạp lễ cống, chứ không có nạp thuế nhất định. (2) Thuế-man là mọi có đóng hiếu. (3) Lưu-quan là chức quan do Chánh-phủ bổ dụng người ở thổ-trước đến làm việc, không phải là thế-tập."
q07_08_page_30-0001,hạt.
q07_08_page_30-0002,"Năm thứ 6 (1853) giảm phủ Cam-Lộ, đặt Tri-huyện Thành-Hóa năm 29 (1816) nhưng cựu đặt phủ nha, kiêm lý huyện Thành-Hóa."
q07_08_page_30-0003,Kế đặt huyện Hướng-Hóa sau cũng triệt bỏ.
q07_08_page_30-0004,Năm Duy-Tân thứ 2 (1908) đặt trở lại.
q07_08_page_30-0005,"Nay hiện lãnh 2 huyện. huyện THÀNH-HÓA 成化縣 Đông đến địa giới 2 huyện Hải-Lăng và Thuận-Xương, tây đến địa giới Châu Na-Bồn, nam đến địa giới châu Thượng-Kế, bắc đến huyện-giới Do-Linh."
q07_08_page_30-0006,"Nguyên xưa là đất Ai-Lao, năm Minh-Mạng thứ 3 (1822) đặt làm châu Hướng-Hóa thuộc đạo Cam-Lộ."
q07_08_page_30-0007,"Năm 12 (1831) cải đạo Cam-Lộ làm phủ kiêm lý châu Hướng-Hóa, năm 15 (1834) đổi làm huyện Hướng-Hóa."
q07_08_page_30-0008,"Năm Tự-Đức thứ 3 (1850) lại đổi làm huyện Thành Hóa (tên Thành-Hóa bắt đầu từ đây) năm thứ 5 chia đặt 1 tổng Cam Đường (trích 22 xã thôn của 3 huyện Do Linh, Thuận-Xương, Hải-Lăng) sáp vào huyện hạt."
q07_08_page_30-0009,"Năm thứ 6 (1853) giảm phủ Cam-Lộ đặt huyện-nha, năm 27 (1876) giảm viên huyện lại đặt phủ-nha kiêm lý thuộc hạt."
q07_08_page_30-0010,"Có 3 tổng dân kinh 75 xã thôn phường. huyện HƯỚNG HÓA 向化縣 Huyện hạt đông giáp huyện giới Thành-Hóa, tây giáp cảnh thổ nước Xiêm, nam giáp sơn-phần phủ Thừa-Thiên, bắc giáp huyện giới Thành Hóa."
q07_08_page_30-0011,"Xưa là đất Ai-Lao, Minh-Mạng năm thứ 3 (1822) ban đầu lấy đất 4 sách (Viên-Kiệu, Tầm-Linh, Làng-Tổng, Làng-Liên) đặt châu Hướng-Hóa, đặt chức Tri-châu thuộc đạo Cam-Lộ."
q07_08_page_30-0012,Năm thứ 8 (1827) lấy thuế-man 4 nguồn 5 sách 6 tộc đổi làm 15 tổng thuộc châu hạt.
q07_08_page_30-0013,Sau lại đem 15 tổng hiệp lại làm 9 tổng.
q07_08_page_30-0014,Năm thứ 12 (1831) cải đạo Cam-Lộlàm phủ đặt Viên phủ kiêm lý việc châu.
q07_08_page_30-0015,Năm 15 (1834) cải châu Hướng-Hóa làm huyện.
q07_08_page_30-0016,"Năm Tự-Đức thứ 3 (1850) lại cải làm huyện Thành-Hóa, năm 29 (1876) lại đặt phủ Cam-Lộ, kế đặt huyện nha ở xã Húc-Thượng tổng Viên-Kiệu, sau dời gần Mai-Lãnh rồi lại triệt bỏ."
q07_08_page_30_31-0001,"Duy-Tân nguyên – niên tỉnh-thần dâng sở xin đặt huyện lại ở chỗ nguyên-lỵ (địa phận xã Húc-Thượng, viên huyện dùng người thồ-trước) để cai trị Man-bạn, gồm 9 tổng 83 xã ấp, thuộc phủ thống hạt."
q07_08_page_31-0001,CHÂU KY-MY 羈縻州
q07_08_page_31-0002,Trong niên-hiệu Thành-Thái (1889-1906) thuế-lệ 9 châu do Sứ-tòa ở Lào thâu biện.
q07_08_page_31-0003,CHÂU MƯỜNG-VANG 呓嵘州
q07_08_page_31-0004,"Cách phía tay huyện Thành-Hóa 8 ngày đàng, châu hạt liên giáp các địa giới Na-Bí, Tầm-Bồn, phủ Lạc-Biên, nguồn An-Đại."
q07_08_page_31-0005,Nguyên xưa là đất Ai-Lao.
q07_08_page_31-0006,"Người đầu tiên của chúng tên là Sa-Hôn 偻婚, con của Man-trưởng Nam-Nội Oi-Noa 南内猥茹 (Nam-nội Oi-Noa nguyên thuộc Ai-Lao), Ban đầu Man trưởng Oi Noa sinh 4 người con, người lớn nhất là Long-Uất 龍鬱, thứ 2 là Sa-Hôn 偻婚, thứ 3 là Sa-Khô 偻枯, thứ 4 là Phi-Xương 肥昌 khi Man-trưởng Oi-Noa chết, anh em Long-Uất đưa ra ngoài chôn cất."
q07_08_page_31-0007,"Ông chồng bà cô (không rõ tên) ở nhà chiếm cứ sách ấy mà tự lập làm man-trưởng, khi anh em Long-Uất trở về bị ông chồng bà cô đóng cửa không cho vô."
q07_08_page_31-0008,"Long-Uất đem nhau chạy qua địa giới Mường-Vang, dân Mường ấy chạy theo khá đông, bèn đánh đuổi Tù trưởng Mường-Vang mà chiếm đất, rồi đính ước cùng nhau cầu đảo với thần ở núi Pha-Huân 坡薰山 bói coi anh em người nào nên ở chỗ ấy."
q07_08_page_31-0009,"Sa-Hôn bói được điềm tốt, cố nhiên được ở Mường-Vang, còn Long-Uất thì qua Na-Bí, Sa-Khô qua Tầm-Bồn, Phì-Xương qua Thượng-Kế, anh em đều làm hùng trưởng chiếm cứ mỗi người một châu. Đất Mường-Vang từ Sa-Hôn truyền đến Sa-Linh 偻鈴 15 đời, nguyên trước là Cống-man, năm Minh-Mạng thứ 8 (1827) mới liệt vào châu huyện, cải thọ cho Sa-Linh làm Thổ-tri-châu, tứ tánh cho làm họ Lâm 林姓, nối đời ở đất Phủ-Cố 甫固."
q07_08_page_31-0010,"Ruộng nương có 152 xứ, dân số hơn 2000 người, khẩn trị hoang-vu, trồng tỉa ngũ cốc, thổ-nghi lúa nếp dâu tằm nguồn lợi rất nhiều."
q07_08_page_31-0011,"Năm Minh-Mạng thứ 12 (1831) lệ định mỗi năm mỗi người nạp thuế-ngân 2 tiền, 3 năm một lần vào chầu (chiêm cận)."
q07_08_page_31-0012,"Sau 8 châu kia cũng bị lưu tán lần cả, trong niên hiệu Tự-Đức chỉ còn 47 người."
q07_08_page_32-0001,CHÂU NA-BÍ 那貴州
q07_08_page_32-0002,"Cách phía tây huyện 5 ngày đường, ở phía bắc châu Làng Thời."
q07_08_page_32-0003,"Châu-hạt liền giáp địa giới Ai-Lao, Xương-Thạnh, Thượng-Kế Mường-Vang. Đất rộng cũng bằng xứ Mường-Vang."
q07_08_page_32-0004,Nguyên trước thuộc châu Sa-bổn.
q07_08_page_32-0005,"Người đầu tiên ở đây là Long-Uất 龍热, con trưởng của Oi-Noa."
q07_08_page_32-0006,"Từ Long-Uất khai thác truyền đến Sa-Xiết 偻掣 15 đời, đời nào cũng đều nạp cống."
q07_08_page_32-0007,"Nguyên danh là Cha-Bôn 吒奔 năm Minh-Mạng thứ 4 (1823) đổi tên hiện-kim; năm thứ 8 (1827) liệt vào châu huyện, cải thọ cho Sa-Xiết làm Thổ-tri-châu, tử tánh làm họ Thạch 石姓, nối đời ở bờ sông Na-bí."
q07_08_page_32-0008,"Ruộng nương có 140 xứ, dân số hơn 2000 người."
q07_08_page_32-0009,"Sau bị lưu tán, trong niên hiệu Tự-Đức đinh số giảm đến 341 người."
q07_08_page_32-0010,CHÂU THƯỢNG-KÉ 上薊州
q07_08_page_32-0011,"Cách phía tây nam huyện 7 ngày đường, ở phía nam Châu Mường-Vang."
q07_08_page_32-0012,"Châu-hạt giáp các địa giới Na-Bí, Làng-Thuận, Mường-Mần, nguyên thuộc châu Sa-Bồn."
q07_08_page_32-0013,Người đầu tiên là Phi-Xương 肥昌 con út của Oi-Noa.
q07_08_page_32-0014,Từ Phì-Xương truyền đến Sa-Phủ 搓甫 12 đời.
q07_08_page_32-0015,"Nguyên thuộc cống-man, năm Minh-Mạng thứ 8 (1.827) mới liệt vào châu huyện, cải thọ Sa Phủ làm Thổ-tri-châu, tứ tánh làm họ Kheo 姓邱, nối đời ở sòng La-Nồn 羅嫩江. Đất ấy gò núi cao ráo, có ruộng 140 xứ, dân số 1.500 người; sau bị lưu tán; trong năm Tự-Đức đinh số chỉ còn 260 người."
q07_08_page_32-0016,CHÂU TẦM-BỒN 寿湓州
q07_08_page_32-0017,"Cách xiên về tây nam huyện 10 ngày đường, ở phía bắc châu Ba-Lan."
q07_08_page_32-0018,"Châu hạt tiếp giáp các địa-giới Khung-giang, Ba-Thắt, Ba-Lan Mường-Vang, đất rộng cũng bằng châu Mường-Vang."
q07_08_page_32-0019,"Nguyên thuộc châu Tịnh-An, người đầu tiên ở xứ này là Sa-Khô, con thứ của Oi Noa."
q07_08_page_32-0020,"Ban đầu Sa-Khô 搓枯 khai thác châu này ngày càng mạnh lớn kiêm tính cả đất 4 châu: Ba-Lan, Mường-Bồng, Tá-Bang."
q07_08_page_32-0021,Xương Thạnh.
