pair_id	han_sentence	viet_sentence
HVB_001_000011	我世祖高皇帝龍興，恭行天討，戊戌秋收復嘉定，辛酉夏克復舊京，壬戌夏北擒僞孽，奄有安南。 一統輿圖幅幀所南抵暹臘，北夾清國，東至海，西踰哀牢，還履舊跡，拓而廣之。 定都富春，始稱京師焉。 宅中建準朝貢道，均如屋脊之居高而四旁內。 向如北辰之居所，而眾星環拱我國家，億萬年盤泰之安，基於此矣！ 猗歟盛哉！	Thế-Tổ Cao-Hoàng-Đế trung-hưng đánh dẹp, mùa thu năm Mậu tuất thâu phục Gia-Định, mùa hạ năm Tân-dậu khắc phục cựu-kinh năm Nhâm-tuất mùa hạ bắt được cả ngụy-đảng ở Bắc Hà gồm có cả nước An-Nam, thống nhất được dư-đồ cương vực phía nam đến Xiêm-Lạp, phía bắc giáp Thanh-Quốc, đông đến biển, tây vượt qua Ai-Lao, noi theo dấu cũ, khai thác rộng thêm định đô ở Phú-Xuân, gọi là Kinh-sư, dựng đô ở giữa nước để cho con đường đi về triều cống cho cân nhau, như nóc nhà ở trên cao mà bốn phía hướng vào, như sao Bắc thần ở một chỗ mà các sao kia chầu về, Quốc-gia chúng ta an ổn như Thái-Sơn bàn thạch ức muôn năm, là gây cơ sở tại đây, tốt đẹp lắm thay! thạnh vượng lắm thay!
HVB_001_000012	城池周二千四百八十七丈三尺六寸，高一京城丈五尺六寸，厚五丈，甃磚。 門十一：前曰明裡出，意深間七門，西州門。 城外有濠，各廣五丈七尺，深一丈。 城門跨濠，砌石為橋。 前面正中砌旗臺，四面城上砌礮臺二十四。 前曰南明、南興、南正、南昌、南勝、南亨。 左曰東泰、東長、東嘉、東輔、東市（務）衛與學房（務）學房，學房別學適務司後曰北定、北和、北順、北中、北奠、北清竝碼肩更店凡四百五十五所。 坊地九十五。	Kinh-thành chu vi 2487 trượng 3 thước 6 tấc, cao 1 trượng 5 thước 6 tấc, dày 5 trượng, xây gạch, có 11 cửa, mặt tiền: cửa Thể-nhơn cửa Quảng-đức, cửa Chính-nam, cửa Đông-Nam; phía tả: cửa Chính đông, cửa Đông-bắc, cửa Trấn-bình; phía hữu: cửa Chính-tây, của Tây-nam; phía sau: cửa Chính-bắc, cửa Tây bắc; ngoài thành có hào đều rộng 5 trượng 7 thước, sâu 1 trượng, ngoài cửa thành xây đá làm cầu để đi qua lại trên hào, mặt tiền chỗ chính-trung xây kỳ-đài, ở trên thành cả 4 mặt có xây 24 cái pháo-đài, phía tiền Nam-minh, nam-hưng, nam-chính, nam-xương, nam-thắng, nam-hanh; phía-tả: Đông-thái, đông-phường, đông-gia, đông-phụ, đông vĩnh, đông-bình, phía hữu: Tây-thành, Tây-tuy, Tây-tỉnh, Tây-dực tây-an, tây-trinh; phía hậu: Bắc-định, Bắc-hòa, Bắc-thuận Bắc-trung, Bắc-điện, Bắc-thanh.
HVB_001_000013	城中後御河，跨河砌石橋三，自東南門長街達正大北，南一統志卷一。 明者曰卸河橋，自皇城北達慶寧宮之左者曰慶寧橋，自正南門長街達西北門者市務房務市司創有務，務南者曰博濟橋，自皇城右街達保定宮之左者曰平橋。	Và có 455 sở pháo-xưởng canh điểm, 95 phường; sông ngự hà ở phía hậu trong thành có xây 3 cái cầu đá để đi qua: 1) từ đường dài tại cửa Đông-nam đến cửa Chính-bắc gọi là cầu Ngự-hà; 2) từ phía bắc Hoàng-thành đến phía tả cung Khánh-ninh gọi là cầu Khánh-ninh, 3) từ đường dài tại cửa Chính-nam đến cửa Tây-bắc gọi là cầu Vĩnh lợi; 2 cầu gỗ: 1) từ phía trước cửa Kinh-thương đến phía nam Tịch điền gọi là cầu Bác-tế; 2) từ đường phía hữu Hoàng-thành đến phía tả cung Bảo định gọi là Bình-kiều.
HVB_001_000014	城面東西砌水關二：一曰東城水關，一曰西城水關，及西郭首劭石權臣弘齊橋。	Phía đông phía tây thành diện có xây 2 cống thủy-quan: 1– Đông thành thủy-quan 2– Tây thành thủy-quan.
HVB_001_000015	東郭首架木橋曰咸濟橋。	Đầu quách phía tây xây cầu đá gọi cầu Hoằng tế; đầu quách phía đông xây cầu gỗ gọi là cầu Hàm-tế.
HVB_001_000016	城外前國香工聿次： 一曰正南門津， 一曰東南門津， 左右後三面浚護城河， 跨河各架一橋， 在東南郭首曰嘉會橋， 正東門郭外曰東嘉檐， 東化門郭外曰東會橋， 西南郭首曰利濟橋， 西門郭外曰久利橋， 西北。	Phía trước thành-ngoại giáp sông Hương-giang có 2 bến đò: 1 – bến ngay cửa Chính-nam, 2-bến ngay cửa Đông-năm.
HVB_001_000017	門郭外曰並濟橋，正北門郭外曰長利橋。	Ba mặt tả, hữu và hậu có đào sông Hộ thành, đều có gác cầu qua sông, ở đầu quách đông nam gọi là cầu Gia-hội, ngoài quách cửa Chính-đông gọi là Đông-gia ngoài quách cửa Đông-bắc gọi là cầu Đông-hội, đầu quách tây-nam gọi là cầu Lợi tế, ngoài quách, cửa Chính-tây gọi cầu Cửu-lợi, ngoài quách cửa Tây-bắc gọi cầu Tịnh-tế, ngoài quách cửa Chính bắc gọi cầu Trường lợi.
HVB_001_000018	鎭平門外東北角，又起六尺七寸，厚三丈五尺，上監旗竿二，砌砲門三，火藥一，濠廣七丈五尺，與京城濠相通。	Góc đông bắc ngoài cửa Trấn-bình lại xây một từng thành lên trên gọi Trấn-bình-đài, chu-vi 246 trượng 7 thước, cao 6 thước 7 tấc dày 3 trượng 5 thước, trên dựng 2 trụ cờ, xây 3 pháo-môn, 1 hỏa dược, hào rộng 7 trượng 5 thước, thông với hào Kinh-thành.
HVB_001_000019	謹按：京城嘉隆四年土築，前右二面十七年甃磚，左後二面明命三年甃磚。	Cẩn án Kinh-thành năm Gia-long thứ 4 đắp đất; phía tiền và hữu năm 17 xây gạch; phía tả và phía hậu năm Minh Mạng thứ 3 xây gạch.
HVB_001_000020	又按富春故城，今在京城內之東南，尋初孝義皇帝移建新府于此，以前山為案，即今御屏山築垣牆，治宮室，前鑿大池，又以江水上流衝注其右，築塔於江岸以鎮之。	Lại xét thành cũ Phú-Xuân nguyên ở góc đông nam trong Kinh-thành ngày nay, ban đầu Hiếu-Nghĩa Hoàng-Đế dời dựng phủ mới ở đây, lấy núi trước làm án, tức là núi Ngự bình ngày nay, đắp viên tường cất cung thất, đào ao lớn ở trước lấy nước thượng-lưu con sông cho chảy vào phía hữu, lại đắp tháp ở bờ sông để trấn yểm.
HVB_001_000021	迨務房務創務務局務民商局院局務司池閣朝陽閣，光文殿就樂堂，正冠堂，中和堂，怡然堂，暢春堂，又建瑞雲亭，同樂軒。 內院庵絳香亭，香江之上流，又建陽春府，長樂殿，閱武軒。 後苑假山奇石，方沼曲池，飛橋水榭，內外復墻砌為龍虎麟鳳花草之狀。	Đến Hiếu Võ Hoàng-Đế mới dựng đô. ấp gọi là Đô-thành, dựng điện Kim-Hoa, điện Quang-Hoa, Các Diên-Trì, các Triều-dương, điện Quang-văn, đường Tựu-Lạc, đường Chính-quan đường Trung-Hòa, đường Di-nhiên, đường Sướng-xuân, lại dựng đình Thụy-vân, hiên Đồng-Lạc, am Nội Viện, đình Giáng-hương; ở thượng lưu sông Hương-giang, lại dựng phủ Dương-xuân, điện Trường Lạc, hiên Duyệt Võ; ở hậu-uyền có giả sơn, kỳ thạch phương-chiều, khúc-trì, phi-kiều, thủy-tạ trong ngoài đều có xây tường, tạc hình rồng cọp lân phụng hoa cỏ.
HVB_001_000022	朝陽閣俯系臨江流，規制宏敞。	Các Triều-Dương ngó xuống dòng sông, qui chế cao rộng.
HVB_001_000023	都城上下軍寨官舍星列棋布，城外市庸聯絡魚艇商船往來如織。	Phía trên dưới Đô-thành có quân-trại quan xá là-liệt như sao dăng ngoài thành thị phố liên lạc, ghe câu chài, thuyền buôn bán qua lại đồng đúc như chỉ dệt, trông thành một chỗ đại đô hội.
HVB_001_000024	為孝定皇帝十年鄭人侵併，尋為西山阮岳竊據其城，世祖高皇帝克復舊都，因舊跡而廣之。	Đến đời Hiếu-Định Hoàng-Đế năm thứ 10, họ Trịnh xâm tính, rồi bị Tây-sơn Nguyễn-Nhạc trộm chiếm đô-thành.
HVB_001_000025	疊我列聖經營規制曰益壯麗，自乙酉年事後較前稍異焉。	Thế-Tổ Cao-Hoàng-Đế khắc phục cựu-đô nhơn dấu cũ đó mà làm thêm rộng ra. Đến Liệt-thánh kinh-dinh qui chế càng ngày tráng lệ, từ việc sau năm Ất dậu so sánh với trước lần hơi Xét ngự-hà: đầu niên hiệu Gia-Long đào từ sông Tả hộ thành đến Võ-khổ tức chỉ, gọi là thanh-câu.
HVB_001_000026	又按御河，嘉隆初鑿自左護城河至武庫而止，名曰清溝，明命六年又鑿自武庫通至右護城河，賜今名體仁門。	Năm Minh Mạng thứ 6 lại đào từ Võ khố thông đến sông Hữu-hộ thành rồi đặt cho tên hiện nay.
HVB_001_000027	嘉隆初為體元門，明命十年改。	Cửa Thề nhơn: niên hiệu Gia-Long đầu gọi cửa Thế-nguyên, năm Minh Mạng thứ 10 đổi gọi tên hiện nay.
HVB_001_000028	今名鎭平臺，鎭平門嘉隆初爲太平臺，太平門。 明命十七年改今名，今爲大法官。	Trấn-bình-đài và Trấn-binh-môn niên hiệu Gia-Long gọi Thái-bình-đài, Thái-bình-môn, năm Minh Mạng 17 đổi tên hiện kim, nay làm chỗ cư trú cho quan binh người Pháp.
HVB_001_000029	士兵居駐御河橋，嘉隆初架木为之，名清溝橋；明命元年砌以石，併改僉名。 兩邊砌欄杆，上架屋，暑月以庇行者。	Ngự-hà-kiều: đầu hiệu Gia-Long gác cây làm cầu, đặt tên là Thanh-câu-kiều, năm Minh Mạng nguyên-niên xây đá, đổi tên hiện kim, 2 bên xây lan-can, ở trên cầu có cất nhà để tháng nắng hành-giả qua lại cho mát.
HVB_001_000030	慶寧橋，明命二年砌筑，二橋北岸均奉命七年築紹治年間，於聖製文勒碑建亭。	Khánh Ninh kiều năm Minh-Mạng thứ 2 xây 2 cầu, đầu cầu phía bắc đều phụng Thánh-chế-văn khắc vào bia dựng đình nơi ấy.
HVB_001_000031	永利橋，明命七年築紹治年間，於橋上架瓦屋。	Vĩnh-lợi kiều đắp năm Minh Mạng thứ 7 trong năm Thiệu-Trị cất nhà ngói trên cầu.
HVB_001_000032	東城水關，嘉隆初架木為橋。 上青龍橋，明命十一年砌石橋，下設水關，上砌護欄杆及大礮廠門，因改今名。 西城水關，明命七年砌，亦下砌閘，上設大礮廠，賜今名。	Đông-Thành thủy-quan đầu hiệu Gia-Long gác cây làm cầu, tên là cầu Thanh-long năm Minh Mạng thứ 11 xây cầu đá, dưới cầu có làm áp-quan trên xây lan can và có xưởng môn đại-bác, nhơn đó đổi tên hiện Tây-thành thủy-quan Xây năm Minh Mạng thứ 7, ở dưới cũng xây áp-quan, trên cất xưởng đại bác, đặt tên hiện-kim Gia hội kiều trước tên là An-hội năm Minh Mạng thứ 18 đổi tên.
HVB_001_000033	嘉會橋，舊名安會，明命十八年改成泰十年，架以鐵。 東花明命十二年改砌石灰，成泰十年架以鐵。	Năm Thành-Thái thứ 10 gác sắt, năm 18 đổi xây bằng vôi và xi măng Đông-gia-kiều: tên cũ là Đông-ba năm Minh-Mạng thứ 20 đổi tên, năm Thành-Thái thứ 4 gác sắt Đông hội kiều tên cũ là Thanh-tước năm Minh-Mạng 19 đổi tên.
HVB_001_000034	橋舊名青雀，明命十九年改成泰九年，架以鐵。	
HVB_001_000035		Áp-quan: xây cái cửa, có tấm ván sập xuống dở lên, khi cần cho ghe thuyền đi qua thì dở lên, rồi sập xuống.
HVB_001_000036	虎橋舊名白燕，明命二年改成泰九年，築以鐵。 濟橋舊名白燕，明命二十年改成泰十年，架以鐵。	Lợi tế-kiều -tên cũ là Bạch hồ năm Minh-Mạng thứ 2 đổi tên, năm Thành-Thái thứ 9 Cửu-lợi-kiều: tên cũ là Bạch-yến năm Minh-Mạng thứ 2 đổi tên là Kim-long năm thứ 20 đổi tên hiện kim Tịnh-tế-kiều: tên cũ là Huyền-hạc năm Minh Mạng thứ 20 đổi tên.
HVB_001_000037	玄燕明命二十年改成泰十年，架以鐵。 皇城在京城之内，廟殿在焉，周六百十二丈，北各長一百五十丈，厚二尺六寸，磚砌。 南五丈五尺，門四，前曰午門，左曰顯仁門，右曰彰德門，後曰和平門。 午門之內為太液池，正殿也。 嘉隆三年建成，泰三年重修十大。 一朝基內改列花磚，殿前為丹陛，丹陛之下為龍墀，前臨太液池，池之前有橋。	Trường lợi kiều tên cũ là Huyền-yến năm Minh-Mạng thứ 21 đổi tên, năm Thành Thái thứ 10 gác cầu sắt HOÀNG-THÀNH Ở trong Kinh-thành, có cả miếu điện, chu vi 614 trượng 1 thước cao 1 trượng 5 tấc, dài 2 thước 6 tấc, xây gạch, phía nam bắc đều dài 151 trượng, phía đông phía tây đều dài 155 trượng 5 thước, có 4 cửa mặt trước là cửa Ngo-môn, phía tả cửa Hiền-nhơn phía hữu cửa Chương-đức mặt sau cửa Hòa bình Trong cửa ngọ-môn làm điện Thái Hòa là chỗ chính điện đại triều.
HVB_001_000038	南北各豎龍雲銅柱，欞星坊中砌，中道橋東左待漏院，西右待漏院。 顯仁門之左為東闕臺，彰德門之右為西闕臺，和平門之左為北闕臺。	Cất năm Gia-long thứ 3, năm Thành-Thái thứ 3 trùng tu, năm 11 lót nền lại bằng gạch hoa, trước điện làm đơn bệ dưới đơn bệ làm long-tri trước đến ao Thái-dịch phía nam phía bắc ao ấy đều dựng long-vân đồng trụ (trụ đồng chạm, mây) và phường-môn linh tinh trên ao xây cầu ở ngay giữa, phía đông cầu có tả-đãi lậu viện phía tây cầu có hữu đãi lậu viện Phía tả cửa Hiền-nhơn làm đài đông-khuyết, phía hữu cửa Chương-đức làm đài tây-khuyết phía tả cửa Hòa bình làm đài bắc-khuyết.
HVB_001_000039	外四面濠周，於午門前曰金水池，跨石橋三，餘三門各砌石橋一。	Bốn mặt ngoài thành có hào bao quanh, trước cửa Ngọ-môn gọi là Kim-thủy-tri có 3 cầu xây đá qua hào.
HVB_001_000040	謹按：皇城嘉隆初，前面正中處為南闕臺，上建乾元殿，左右門二，曰左端門，右端門。	Còn ba cửa kia mỗi cửa đều xây 1 cầu đá Xét Hoàng-thành đầu hiệu Gia-long mặt tiền chỗ Chính-trung làm nam-khuyết-đài, ở trên làm Càn-nguyên điện bên tả hữu có 2 cửa: Tả-đoan-môn và Hữu-doan-môn.
HVB_001_000041	明命十四年改建門五，中爲午門，左右夾門二，左右闕門二，上建五鳳樓。	Năm Minh-Mạng 14 đổi làm 5 cửa: ở giữa làm Ngọ-môn, 2 cửa giáp-môn tả, hữu và 2 cửa Khuyết-môn tả hữu nữa, ở trên xây lầu Ngũ Phụng Tả hữu Đãi-lậu-viện: đầu hiệu Gia-Long phía tả làm Võ-công-Thự phía hữu làm Văn-công-thự năm Minh Mạng thứ 4 đổi làm tả hữu triều đường năm thứ 14 đổi lại tên này, nay triệt bỏ.
HVB_001_000042	左右待漏廣院，嘉隆初左爲武公署，右爲文公署，明命四年改爲左右朝堂，十四年改今名。 今嶽和平門，嘉隆初爲拱辰門，明命二年改爲地平門，十四年改今名。 成泰六年重修。 城外金水池，嘉隆初鑿，左有後三面，明命書戎在皇城X十四年鑿前面池水流通焉。	Hòa-bình-môn: Đầu hiệu Gia-Long đặt tên cửa Củng thần Minh Mạng thứ 2 đổi làm cửa địa-bình năm 14, đổi tên hiện kim, năm Thành Thái thứ 6 Kim-thuy-trì: ngoài Hoàng-thành, đầu hiệu Gia-Long đào 3 mặt tả hữu và hậu, năm Minh Mạng 14 đào mặt tiền cho nước ao chảy lưu thông.
HVB_001_000043	方之丙宮一殿，在焉，周三百六丈十二尺，高九尺三寸，厚一尺八寸。	TỬ-CẤM-THÀNH Ở trong Hoàng-thành là chỗ cung điện, chu vi 306 trượng 12 thước, cao 9 thước 3 tấc, dày 1 thước 8 tấc, mặt trước và mặt sau đều đài 81 trượng, 2 mặt tả, hữu đều dài 72 trượng 6 thước.
HVB_001_000044	前後二面長各八十一丈，左右二面長各七十二丈六尺零。	Vách thành trong ngoài đều tô sắc vàng, có 7 cửa, phía nam gọi Đại cung-môn (treo biển Càn-thành-cung ) phía đông: Hưng-khánh-môn và Đông-an-môn. Phía tây: Gia-tường-môn và Tây-an-môn.
HVB_001_000045	城身內外塗以黃色，門七，南曰大宮門，急隱乾成東曰興慶門，東安門，西曰嘉祥門，西安門，北曰祥鸞門，儀鳳X門前爲乾成宮，前殿曰勤政殿，常朝正殿也。	Phía bắc Tường-loan-môn và Nghi-phụng-môn ở trước là Càn-thành-Cung, trước điện Càn thành là điện Cần chánh làm chánh-điện thường triều vậy.
HVB_001_000046	嘉隆三年建成，泰十一年重修改列花磚殿前，左右兩廡殿之東便殿曰文明殿，西曰武顯殿，左廡之東建東閣，閣南曰聚奎書樓，勤政。	Điện này cất năm Gia-Long thứ 3, trùng tu năm Thành-Thái 11, đổi lót gạch hoa trước điện và tả hữu lưỡng-vu. Phía đông điện Cần chánh làm điện Văn-minh phía tây làm điện Võ-Hiền.
HVB_001_000047	殿之北曰乾成殿，又北曰坤泰宮。	Phía đông tả vu điện Cần chánh làm Đông các.
HVB_001_000048	垣西曰嘉壽宮，其北爲長寧宮。	Phía nam Đông-các là Tụ khuê thơ. Phía bắc điện Cần-chánh là điện Can-thanh phía bắc điện Càn-thành là cung Khôn-Thái phía tây bức tường là cung Gta-Thọ phía bắc là cung Trường-Ninh qui chế trong điện-đình lệ không dám biên.
HVB_001_000049	殿庭之制例弗敢載，謹按：紫禁城嘉隆三年營築，名曰宮城。 明命三年改今名。	Cẩn án: Tử-cấm-thành xây đắp năm Gia-Long thứ 3 gọi tên là Cung-thanh năm Minh-Mạng thứ 3 đổi tên hiện kim.
HVB_001_000050	城前面正中，嘉隆初爲太和殿，左右爲左肅、右肅二門。	Chỗ chánh-trung phía trước thành đầu niên hiệu Gia-Long làm điện Thái-Hòa bên tả làm Tả-túc-môn bên hữu làm Hữu-túc. môn.
HVB_001_000051	明命十四年移太和殿稍南，左肅、右肅二門以其地建大宮門。	Năm Minh Mạng 14 dời điện Thái Hòa nhích tới phía nam phải bỏ 2 cửa Tả-túc Hữu-túc lấy chỗ đề cất Đại-cung-môn.
HVB_001_000052	宮門外東西建坊門二，東曰日精，西曰月英。	Ngoài cửa cung phía đông và phía tây dựng 2 Phường-môn, phía đông gọi là Nhật tinh phía tây gọi là Nguyệt-anh (nguyên trước Nguyệt-hoa năm Thiệu-Trị nguyên niên đổi làm nguyệt-anh).
HVB_001_000053	有宮名，明命十四年規制大備，始定以中和殿以前諸殿爲乾成宮，中和殿以後諸殿爲坤泰宮。 文明、武顯二殿，嘉隆初爲左右方堂，在乾成之左右。	Hai cung Càn-thành và Khôn-thái làm khi đầu niên hiệu Gia-Long, trong Đại-nội chưa có tên cung, năm Minh Mạng 14 qui chế đầy đủ mới định lấy các điện từ điện Trung-Hòa tới trước làm cung Càn-thành, các điện từ điện Trung-Hòa lui sau làm cung Khôn Thái.
HVB_001_000054	明命五年改左曰武顯殿，右曰文明殿。 十四年又改左爲文明，右爲武顯。	Hai điện Văn minh, Võ-hiền khi đầu niên hiệu Gia-Long làm tả hữu Phương đường ở tả hữu cung Càn-thành năm Minh Mạng thứ 5 đổi phía tả gọi Võ-Hiền-điện, phía hữu gọi Văn-minh-điện, năm 14 lại đổi phía tả gọi làm Văn-minh phía hữu gọi làm Võ Hiền Cung Ninh.
HVB_001_000055	寧壽宮，嘉隆初爲長壽宮，明命元年改爲慈壽，嗣德初重修改爲嘉壽。	Thọ: khi đầu niên hiệu Gia-Long làm cung Trường-Thọ năm Minh Mạng nguyên niên đổi làm Từ-Thọ đầu năm Tự Đức trùng tu, đổi làm Gia-Thọ năm Thành-Thái 13 dưng tên hiện kim.
HVB_001_000056	成泰十三年晉今名長寧宮，明命三年建以爲安輿賞節優遊之所。 紹治六年重修，以宮之前宇晉名爲五里民房，房員創一局質限伍弋闕堂。	Cung trường-ninh: cất năm Minh Mạng thứ 3 để làm chỗ để xe và thưởng-tiết ưu-du, năm Thiệu Trị thứ 6 trùng-tu, lấy nhà trước cung tấn danh làm Ngũ-đại đồng đường nhà giữa làm điện Thọ Khương lầu sau làm lầu Vạn phước (lầu Vạn Phước và nhà ngũ đại đồng đường nay đều triệt bỏ).
HVB_001_000057	坤泰宮之北有高明中正殿，嘉隆初建爲坤元宮，明命十四年改今名。	Phía bắc cung Khôn-Thái có điện Cao-minh trung-chánh đầu niên hiệu Gia-Long dưng làm cung Khôn nguyên năm Minh-Mạng 14 đổi tên này.
HVB_001_000058	殿之東軒爲靜觀院，院北有澄光榭，前臨於內御河。	Hiên phía đồng điện Khôn-Thái làm viện Tĩnh-quan phía bắc viện có tạ Trừng-quang trước giáp nội-ngự hà Ở trung gian cái tả-long trước điện Khôn-Thái làm viện Dưỡng tâm phía đông viện này có Thanh hạ-thơ-lâu phía bắc lầu này làm Đạm-như-tho-xá (Thơ-lâu, Thơ xá triệt bỏ trong niên hiệu Thành Thái).
HVB_001_000059	殿前之左廊中間爲養心院，院東有清暇書，前之右廊中間爲順微院，院西又有端徽院。 紹治年間重修，成泰甲辰年間颶風後再行修葺。 清暇書樓之東有皇福殿，在御園興慶。	Ở trung-gian cải hữu-lang trước điện làm viện Thuân-Huy phía tây viện này lại có viện Đoan Huy trùng tu lại trong niên hiệu Thiệu Trị, trong năm Giáp-Thìn niên hiệu Thành Thái sau khi bị gió bão có sửa Phía đông Thanh-hạ thơ-lâu có điện Hoàng-Phước ở tại vườn ngự-viên trong cửa Hưng-Khánh.
HVB_001_000060	門之內，正中迴廊方折四出，如屯字音。	Chính giữa hồi-lang bẻ góc ra bốn phía vuông vức như hình chữ vạn (), bốn góc có 2 cái đường và 2 cái hiên.
HVB_001_000061	四隅有堂二軒，二殿。 南有八角亭，額曰「仁聲」。 八表殿北有方亭，額曰「明達」。 四聰均紹治元年一建。 同慶年間撒解乾成殿之後之左廊中間為光明殿，右廊中間為貞明殿。 嘉隆九年建明命十一年重修。	Trước điện có đình bát giác, có biển ngạch đề: Nhân-thanh bát biểu phía bắc điện có phương đình có biển ngạch đề: Minh-đạt tứ-thông đều làm năm Thiệu-Trị nguyên niên, triệt bỏ trong niên hiệu Đồng Khoảng giữa tả-lang sau điện Càn-Thành làm điện Quang minh khoảng giữa hữu-lang làm điện Trinh-minh dựng năm Gia-Long thứ 9, tùng tu năm Minh Mạng thứ 11.
HVB_001_000062	又乾成殿之東軒園內有明慎殿，殿前甃石為方池，曰光文池。	Lại ở trong vườn điện Càn-Thành về hiên phía đông có điện Minh-Thận trước điện xây đá làm ao vuông gọi Quang-văn-trì phía tây cái ao có các Tứ-phương-vô-sự phía bắc có lầu Tự cường phía đông có lầu Nhật-Thành, đều cất năm Thiệu Trị nguyên-niên, đã triệt hạ trong niên hiệu Thành Thái, duy hiện còn lầu Nhật-Thành.
HVB_001_000063	池西有四方無事閣。 北有自彊樓，東有日成樓。 均紹治元年建成。 泰年間竝撥惟日成樓現存。 禮中勤讚兩颺高天申殿在御園安福門內之東廊前有池，曰福泓中，有秀潤山及望霞亭。 明命二年建成。	(trong lầu ở từng dưới có biển ngang khắc: Minh-kinh-cao-đường do đầu niên hiệu Đồng-Khánh ngự đề) Điện Thiên-Thân ở đông-lang trong của An-Phước thuộc ngự viên, trước có ao gọi Phước-Hoằng trong có núi Tú nhuận và đình Vọng-Hà dựng năm Minh-Mạng thứ 2, triệt giải năm Thành-Thái Nhân-trí tường ở phía bắc Ngụ-Hà, đầu niên hiệu Đồng Khánh cải cấu làm Thái-bình-ngự-lãm-thơ-lâu (hiện hư bỏ chưa tu sửa), Thúy-quang-lâu (từng trên thờ Cửu-Thiên, từng dưới thờ các vị Tình quân) Hoằng-An Tự, Oai-linh-tướng-hựu-miếu (thờ Quan-Công, đều ở phía bắc Ngự-hà, cất trong niên hiệu Thiệu Trị, triệt giải trong niên hiệu Thành-Thái.
HVB_001_000064	泰三年撮解仁智堂在御河之北，同慶初改構爲太平御覽書樓。 瑊糝月祀鋼祀諸星君天位弘恩寺棒威靈相祀九地下伯庫公均在御河之北。 紹治年間建成。	Miếu Thành-Hoàng một tòa 2 gian (thờ bản cảnh Thành-Hoàng và Linh-Ứng chư tôn thần) ở phía đông nội Ngự-Hà, giáp với Đông-viên, triệt giải trong niên Tứ-phương-vô-ngu- đường ở phía tả trong cửa Tường-Loan.
